day,event_slot,baseline_quality,mechanism,payment_usd,realized_n1_value_usd,absolute_error_usd,overpayment_usd,base_case_max_loading,n1_base_case_max_loading,n1_max_post_contingency_loading,binding_contingency_constraints,credible_line_contingencies,excluded_islanding_contingencies,load_multiplier,peak_dc_penetration,dc_power_scale,settlement_generator_segments,evaluation_generator_segments,checkpoint_schema_version,panel_checksum
61,67,Trace-Anchored Reference,Base-case exact net value,30.877926249482694,-1.4152114285971038,32.2931376780798,32.2931376780798,0.7766245833132263,0.7499738090978666,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,67,Trace-Anchored Reference,N-1 signed linear,-1.469927364876642,-1.4152114285971038,0.0547159362795381,0.0,0.7766245833132263,0.7499738090978666,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,67,Trace-Anchored Reference,N-1 exact net value,-1.6767027071455232,-1.4152114285971038,0.2614912785484193,0.0,0.7766245833132263,0.7499738090978666,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,67,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,-1.4152114285971038,1.4152114285971038,1.4152114285971038,0.7805058516541988,0.7503475958741314,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,67,Risk-Constrained Convex Verifier,N-1 signed linear,-35.365710507387554,-1.4152114285971038,33.95049907879045,0.0,0.7805058516541988,0.7503475958741314,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,67,Risk-Constrained Convex Verifier,N-1 exact net value,-35.36571050740167,-1.4152114285971038,33.95049907880457,0.0,0.7805058516541988,0.7503475958741314,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,68,Trace-Anchored Reference,Base-case exact net value,27.03719120630558,8.007258854167958,19.02993235213762,19.02993235213762,0.7809293476349164,0.7506613797197303,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,68,Trace-Anchored Reference,N-1 signed linear,8.32173590844641,8.007258854167958,0.3144770542784521,0.3144770542784521,0.7809293476349164,0.7506613797197303,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,68,Trace-Anchored Reference,N-1 exact net value,7.781454871186725,8.007258854167958,0.2258039829812332,0.0,0.7809293476349164,0.7506613797197303,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,68,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,8.007258854167958,8.007258854167958,0.0,0.7846319594158055,0.7506666755950102,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,68,Risk-Constrained Convex Verifier,N-1 signed linear,-21.31615381580068,8.007258854167958,29.32341266996864,0.0,0.7846319594158055,0.7506666755950102,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,68,Risk-Constrained Convex Verifier,N-1 exact net value,-21.728713774879,8.007258854167958,29.735972629046955,0.0,0.7846319594158055,0.7506666755950102,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
61,69,Trace-Anchored Reference,Base-case exact net value,30.67336598499969,29.81844310323504,0.8549228817646508,0.8549228817646508,0.7833487338611573,0.750989658359101,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050947,10,40,2,72382f0038f8df7169de02974a7c52b45a4f7d76a6dbb91b2c414b4d3a957a19
