event_day,dr_price,event_probability,baseline_inflation_mwh,actual_reduction_mwh,paid_response_mwh,false_response_mwh,false_response_ratio,spatial_migration_mwh,reference_migration_mwh,participant_baseline_inflation_mwh,incremental_reference_cost_usd,expected_payment_gain_usd,expected_profit_gain_usd,incentive_per_reference_mwh,critical_reference_incentive_usd_per_mwh,theoretical_margin_usd_per_mwh,theory_profitable,optimizer_manipulation,optimizer_strictly_profitable,boundary_indifference,theory_optimizer_agreement
60,210.0,0.75,44.57092791094439,11.80179222351593,92.79476389025774,80.99297166674182,0.8728183387860858,11.80179222351593,61.829438725014484,81.07437263374143,5707.566355839372,12769.213689814276,7061.6473339749045,15.75,1.4999998384155333,14.250000161584467,1,1,1,0,1
60,300.0,0.75,72.04700234748472,11.80179222351593,120.27083832679808,108.46904610328215,0.9018732022849273,11.80179222351593,88.63224167007266,108.55044707028176,10805.850903145969,24423.850590813396,13617.999687667427,22.5,1.4999998384155333,21.000000161584467,1,1,1,0,1
60,0.0,1.0,0.0,0.0,32.95585982670488,32.95585982670488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4999998384155333,-1.4999998384155333,0,0,0,0,1
60,30.0,1.0,4.919211676285039,11.80179222351593,40.72763032859133,37.15324223131724,0.9122367771354274,11.80179222351593,0.0,4.919211676285039,79.46563555812463,147.57635028855117,68.11071473042654,3.0,1.4999998384155333,1.5000001615844667,1,1,1,0,1
60,60.0,1.0,12.018001541221329,11.80179222351593,59.9330592784429,48.131267054926965,0.8030837676967898,11.80179222351593,40.557565368228694,47.08465178641346,1908.720717182383,2825.0791071848075,916.3583900024246,6.0,1.4999998384155333,4.500000161584467,1,1,1,0,1
60,90.0,1.0,21.875292632608534,11.80179222351593,70.0991286119219,58.29733638840597,0.8316413847474164,11.80179222351593,48.78496493687085,58.37873735540559,2784.470798476599,5254.086361986503,2469.615563509904,9.0,1.4999998384155333,7.500000161584467,1,1,1,0,1
60,120.0,1.0,28.66273616695909,11.80179222351593,76.88657214627246,65.08477992275652,0.8465038576428706,11.80179222351593,52.24670762700632,65.16618088975615,3521.181582279969,7819.941706770738,4298.760124490769,12.0,1.4999998384155333,10.500000161584467,1,1,1,0,1
60,150.0,1.0,42.17570181014486,11.80179222351593,90.39953778945822,78.59774556594229,0.8694485335643809,11.80179222351593,59.43421262421496,78.6791465329419,5337.902307907585,11801.871979941285,6463.9696720337,15.0,1.4999998384155333,13.500000161584467,1,1,1,0,1
60,210.0,1.0,68.51190043703652,11.80179222351593,116.73573641634987,104.93394419283393,0.8989016338456662,11.80179222351593,85.42588881953006,105.01534515983357,10047.536507543642,22053.22248356505,12005.685976021407,21.0,1.4999998384155333,19.500000161584467,1,1,1,0,1
60,300.0,1.0,88.47647190887014,11.80179222351593,136.70030788818352,124.89851566466757,0.9136666741587046,11.80179222351593,98.16491603869136,124.97991663166721,15098.119257292245,37493.974989500166,22395.85573220792,30.0,1.4999998384155333,28.500000161584467,1,1,1,0,1
