job_index,region,requested_gpus,submit_slot,deadline_slot,runtime_slots,declared_job_energy_mwh,declared_job_energy_upper_mwh,runtime_energy_mwh,baseline_start_slot,counterfactual_start_slot,risk_aligned_start_slot,baseline_event_slots,counterfactual_event_slots,baseline_objective_usd,counterfactual_objective_usd,risk_aligned_objective_usd
9983,2,1.0,1531,1755,128,1.9314727484418893e-06,0.032,0.032,1531,1531,1531,8,8,3.048,3.348,3.348
9984,0,1.0,5124,5242,22,9.65529939242754e-06,0.0055,0.0055,5124,5124,5124,0,0,0.08662500000000001,0.08662500000000001,0.08662500000000001
9985,1,2.0,7221,7324,7,2.7591582762437613e-06,0.0035,0.0035,7221,7221,7221,0,0,0.01575,0.01575,0.033419376032707004
9986,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
9987,0,1.0,1082,1306,128,1.0373055555555563e-05,0.032,0.032,1082,1082,1082,8,8,3.048,3.348,3.348
9988,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
9989,3,2.0,2792,2893,5,2.774932976186229e-05,0.0025,0.0025,2792,2792,2792,0,0,0.0075,0.0075,0.0075
9990,1,1.0,6454,6678,128,2.5295833333333346e-05,0.032,0.032,6454,6454,6454,8,8,3.048,3.348,3.4209916702412215
9991,0,2.0,6305,6529,128,2.583055570913793e-05,0.064,0.064,6305,6305,6306,15,15,6.096,7.221,7.418833748792697
9992,2,2.0,4025,4123,2,1.4567429055899217e-06,0.001,0.001,4025,4025,4025,0,0,0.00075,0.00075,0.00075
9993,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
9994,0,1.0,5202,5300,2,5.85e-07,0.0005,0.0005,5202,5202,5202,0,0,0.000375,0.000375,0.000375
9995,1,2.0,3033,3257,128,2.583055570913793e-05,0.064,0.064,3033,3033,3033,16,16,6.096,7.296,7.296
9996,2,1.0,39,202,67,2.777608250796142e-06,0.01675,0.01675,39,39,39,8,8,0.829125,1.129125,1.129125
9997,0,1.0,30,254,128,1.9314727484418893e-06,0.032,0.032,30,30,30,8,8,3.048,3.348,3.348
9998,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
9999,2,1.0,1272,1496,128,1.0373055555555563e-05,0.032,0.032,1272,1272,1272,8,8,3.048,3.348,3.348
10000,1,1.0,8344,8442,2,5.85e-07,0.0005,0.0005,8344,8344,8344,0,0,0.000375,0.000375,0.004743176137307664
10001,0,1.0,9903,10001,2,5.85e-07,0.0005,0.0005,9903,9903,9903,0,0,0.000375,0.000375,0.001040125249421488
10002,1,1.0,7784,8008,128,1.9314727484418893e-06,0.032,0.032,7784,7784,7784,8,8,3.048,3.348,3.7554210514617976
10003,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10004,3,1.0,5702,5926,128,1.0373055555555563e-05,0.032,0.032,5702,5702,5702,14,14,3.048,3.573,3.573
10005,3,1.0,1687,1911,128,1.0373055555555563e-05,0.032,0.032,1687,1687,1687,16,16,3.048,3.648,3.648
10006,3,1.0,1361,1585,128,1.0373055555555563e-05,0.032,0.032,1361,1361,1361,8,8,3.048,3.348,3.348
10007,0,1.0,585,748,67,2.777608250796142e-06,0.01675,0.01675,585,585,585,8,8,0.829125,1.129125,1.129125
10008,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10009,2,1.0,11286,11510,128,1.9314727484418893e-06,0.032,0.032,11286,11286,11286,16,16,3.048,3.648,3.648
10010,2,1.0,7973,8071,2,6.879278342431555e-06,0.0005,0.0005,7973,7973,7973,0,0,0.000375,0.000375,0.006606870996025269
10011,0,1.0,9282,9380,2,5.85e-07,0.0005,0.0005,9282,9288,9288,2,0,0.000375,0.004875,0.0050236090932903096
10012,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10013,0,1.0,2415,2639,128,2.2713057516842825e-05,0.032,0.032,2415,2415,2415,8,8,3.048,3.348,3.348
10014,0,1.0,1200,1424,128,1.0373055555555563e-05,0.032,0.032,1200,1200,1200,16,16,3.048,3.648,3.648
10015,2,1.0,10627,10851,128,1.0373055555555563e-05,0.032,0.032,10627,10627,10627,13,13,3.048,3.5355,3.6156944583782513
10016,1,1.0,7037,7135,2,5.85e-07,0.0005,0.0005,7037,7037,7037,0,0,0.000375,0.000375,0.0029446984482165883
10017,0,1.0,4125,4226,5,5.089282462185221e-06,0.00125,0.00125,4125,4125,4125,0,0,0.00375,0.00375,0.00375
10018,2,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.6871104057241926
10019,2,1.0,5144,5242,2,5.85e-07,0.0005,0.0005,5144,5144,5144,0,0,0.000375,0.000375,0.000375
10020,2,1.0,5391,5615,128,1.9314727484418893e-06,0.032,0.032,5391,5391,5391,8,8,3.048,3.348,3.348
10021,0,1.0,5876,6100,128,1.9314727484418893e-06,0.032,0.032,5876,5876,5876,8,8,3.048,3.348,3.7145244095419527
10022,3,1.0,7696,7920,128,1.0373055555555563e-05,0.032,0.032,7696,7696,7696,8,8,3.048,3.348,3.735370722422998
10023,2,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.009918293484690033
10024,3,1.0,6400,6503,7,5.9506949454663995e-06,0.00175,0.00175,6400,6408,6408,7,0,0.007875,0.028875,0.0291251881263033
10025,0,1.0,2846,2947,5,5.089282462185221e-06,0.00125,0.00125,2846,2856,2856,3,0,0.00375,0.0225,0.0225
10026,0,1.0,6334,6558,128,1.9314727484418893e-06,0.032,0.032,6334,6334,6334,8,8,3.048,3.348,3.4461777250438623
10027,1,8.0,603,704,5,1.70947579314794e-05,0.01,0.01,603,603,603,0,0,0.03,0.03,0.03
10028,1,1.0,5876,6100,128,1.9314727484418893e-06,0.032,0.032,5876,5876,5876,8,8,3.048,3.348,3.642653291503759
10029,2,1.0,7059,7283,128,1.9314727484418893e-06,0.032,0.032,7059,7059,7059,16,16,3.048,3.648,3.854074937693707
10030,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10031,1,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.009703962322835779
10032,1,1.0,10704,10928,128,1.0373055555555563e-05,0.032,0.032,10704,10704,10704,16,16,3.048,3.648,3.6925336419000954
10033,0,1.0,8467,8691,128,1.9314727484418893e-06,0.032,0.032,8467,8467,8467,8,8,3.048,3.348,3.908527091387124
10034,3,1.0,10251,10349,2,5.85e-07,0.0005,0.0005,10251,10251,10251,0,0,0.000375,0.000375,0.0004679365847458474
10035,3,1.0,11010,11108,2,5.85e-07,0.0005,0.0005,11010,11016,11016,2,0,0.000375,0.004875,0.0054177215188392115
10036,3,1.0,990,1214,128,1.0373055555555563e-05,0.032,0.032,990,990,990,8,8,3.048,3.348,3.348
10037,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10038,2,1.0,11372,11470,2,5.85e-07,0.0005,0.0005,11372,11372,11372,0,0,0.000375,0.000375,0.000375
10039,0,1.0,11010,11108,2,5.85e-07,0.0005,0.0005,11010,11016,11016,2,0,0.000375,0.004875,0.005394355302994423
10040,2,1.0,2527,2751,128,1.9314727484418893e-06,0.032,0.032,2527,2527,2527,8,8,3.048,3.348,3.348
10041,2,1.0,10480,10704,128,1.9314727484418893e-06,0.032,0.032,10480,10480,10480,8,8,3.048,3.348,3.3796990309625246
10042,3,1.0,9731,9829,2,5.85e-07,0.0005,0.0005,9731,9731,9731,0,0,0.000375,0.000375,0.001151942345518945
10043,2,1.0,5008,5111,7,5.9506949454663995e-06,0.00175,0.00175,5008,5008,5008,0,0,0.007875,0.007875,0.007875
10044,2,1.0,6097,6217,24,1.8615120156467018e-06,0.006,0.006,6097,6120,6120,8,0,0.10350000000000001,0.3105,0.41335165849766686
10045,0,1.0,1973,2197,128,1.9314727484418893e-06,0.032,0.032,1973,1973,1973,16,16,3.048,3.648,3.648
10046,0,1.0,3940,4037,1,3.770217498256928e-07,0.00025,0.00025,3940,3940,3940,0,0,0.0,0.0,0.0
10047,2,1.0,8968,9192,128,1.0373055555555563e-05,0.032,0.032,8968,8968,8968,16,16,3.048,3.648,3.668027622971875
10048,2,1.0,6129,6353,128,1.9314727484418893e-06,0.032,0.032,6129,6129,6129,8,8,3.048,3.348,3.761078267281846
10049,2,2.0,9317,9414,1,9.388440330114133e-07,0.0005,0.0005,9317,9317,9317,0,0,0.0,0.0,3.839444309662955e-05
10050,0,1.0,9121,9345,128,1.0373055555555563e-05,0.032,0.032,9121,9121,9121,8,8,3.048,3.348,3.3854837791466883
10051,0,1.0,10469,10693,128,1.0373055555555563e-05,0.032,0.032,10469,10469,10469,8,8,3.048,3.348,3.396763940166167
10052,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10053,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10054,3,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.010200647494180898
10055,0,1.0,11687,11911,128,1.9314727484418893e-06,0.032,0.032,11687,11687,11687,9,9,3.048,3.3855,3.3855
10056,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10057,1,1.0,11253,11477,128,1.9314727484418893e-06,0.032,0.032,11253,11253,11253,8,8,3.048,3.348,3.348
10058,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10059,1,1.0,6084,6187,7,5.9506949454663995e-06,0.00175,0.00175,6084,6084,6084,0,0,0.007875,0.007875,0.016850134860733536
10060,1,1.0,7755,7979,128,2.5295833333333346e-05,0.032,0.032,7755,7755,7755,8,8,3.048,3.348,3.80859783399003
10061,3,1.0,1880,2560,584,6.2933333333333355e-06,0.146,0.146,1880,1880,1880,48,48,63.8385,65.63850000000001,65.63850000000001
10062,3,1.0,2421,2645,128,1.9314727484418893e-06,0.032,0.032,2421,2421,2421,8,8,3.048,3.348,3.348
10063,3,1.0,7592,7690,2,6.879278342431555e-06,0.0005,0.0005,7592,7592,7592,0,0,0.000375,0.000375,0.001890718350806858
10064,0,1.0,1107,1331,128,1.0373055555555563e-05,0.032,0.032,1107,1107,1107,16,16,3.048,3.648,3.648
10065,1,1.0,2684,2908,128,2.2713057516842825e-05,0.032,0.032,2684,2684,2684,8,8,3.048,3.348,3.348
10066,0,1.0,11535,11633,2,6.879278342431555e-06,0.0005,0.0005,11535,11535,11535,0,0,0.000375,0.000375,0.000375
10067,1,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.009703962322835779
10068,1,1.0,6553,6651,2,5.85e-07,0.0005,0.0005,6553,6553,6553,0,0,0.000375,0.000375,0.0018908684815238225
10069,0,1.0,9,233,128,1.9314727484418893e-06,0.032,0.032,9,9,9,8,8,3.048,3.348,3.348
10070,3,1.0,1107,1787,584,3.379861111111111e-05,0.146,0.146,1107,1107,1107,48,48,63.8385,65.63850000000001,65.63850000000001
10071,1,1.0,10808,10918,14,8.029479702710384e-06,0.0035,0.0035,10808,10824,10824,6,0,0.034125,0.11812500000000001,0.12062010962261792
10072,2,1.0,7230,7910,584,6.2933333333333355e-06,0.146,0.146,7230,7230,7230,48,48,63.8385,65.63850000000001,66.67135593756414
10073,3,1.0,8792,9016,128,1.9314727484418893e-06,0.032,0.032,8792,8792,8792,16,16,3.048,3.648,3.7520338477372985
10074,3,2.0,1733,1830,1,9.388440330114133e-07,0.0005,0.0005,1733,1733,1733,0,0,0.0,0.0,0.0
10075,2,1.0,1264,1488,128,1.0373055555555563e-05,0.032,0.032,1264,1264,1264,8,8,3.048,3.348,3.348
10076,3,1.0,5392,5616,128,1.9314727484418893e-06,0.032,0.032,5392,5392,5392,8,8,3.048,3.348,3.348
10077,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10078,0,1.0,9313,9411,2,5.85e-07,0.0005,0.0005,9313,9313,9313,0,0,0.000375,0.000375,0.0008835049005607039
10079,0,1.0,10089,10187,2,5.85e-07,0.0005,0.0005,10089,10089,10089,0,0,0.000375,0.000375,0.0005613905169723405
10080,0,1.0,10669,10893,128,1.0373055555555563e-05,0.032,0.032,10669,10669,10669,8,8,3.048,3.348,3.464781628465682
10081,3,1.0,1362,1586,128,1.0373055555555563e-05,0.032,0.032,1362,1362,1362,8,8,3.048,3.348,3.348
10082,1,1.0,1181,1405,128,1.0373055555555563e-05,0.032,0.032,1181,1181,1181,8,8,3.048,3.348,3.348
10083,1,1.0,9945,10169,128,2.5295833333333346e-05,0.032,0.032,9945,9945,9945,16,16,3.048,3.648,3.6775857722668137
10084,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10085,2,1.0,7427,7651,128,1.9314727484418893e-06,0.032,0.032,7427,7427,7427,11,11,3.048,3.4605,3.5767156626616408
10086,1,1.0,1300,1524,128,1.0373055555555563e-05,0.032,0.032,1300,1300,1300,16,16,3.048,3.648,3.648
10087,2,1.0,10624,10848,128,1.0373055555555563e-05,0.032,0.032,10624,10624,10624,16,16,3.048,3.648,3.729759218439246
10088,2,1.0,875,1099,128,1.0373055555555563e-05,0.032,0.032,875,875,875,8,8,3.048,3.348,3.348
10089,2,2.0,7456,8136,584,8.416390932462181e-05,0.292,0.292,7456,7456,7456,56,56,127.677,131.877,134.86879733316326
10090,2,1.0,8482,8579,1,3.770217498256928e-07,0.00025,0.00025,8482,8482,8482,0,0,0.0,0.0,0.0037824071140189065
10091,3,2.0,8829,9053,128,2.583055570913793e-05,0.064,0.064,8829,8829,8829,8,8,6.096,6.696,6.761480065405055
10092,0,1.0,11575,11799,128,1.9314727484418893e-06,0.032,0.032,11575,11575,11575,16,16,3.048,3.648,3.648
10093,3,1.0,6123,6347,128,1.0373055555555563e-05,0.032,0.032,6123,6123,6123,8,8,3.048,3.348,3.783575567662469
10094,1,1.0,10895,11119,128,1.0373055555555563e-05,0.032,0.032,10895,10895,10895,16,16,3.048,3.648,3.7401924179295336
10095,0,1.0,6553,6651,2,5.85e-07,0.0005,0.0005,6553,6553,6553,0,0,0.000375,0.000375,0.0018908684815238225
10096,3,1.0,3886,4110,128,1.9314727484418893e-06,0.032,0.032,3886,3886,3886,16,16,3.048,3.648,3.648
10097,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10098,2,1.0,8610,8711,5,5.089282462185221e-06,0.00125,0.00125,8610,8616,8616,5,0,0.00375,0.015,0.025487384428707724
10099,0,4.0,9890,10020,34,1.4023046148777853e-05,0.034,0.034,9890,9890,9890,0,0,0.8415,0.8415,0.8874186513396684
10100,2,2.0,2556,2653,1,9.388440330114133e-07,0.0005,0.0005,2556,2556,2556,0,0,0.0,0.0,0.0
10101,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10102,2,1.0,526,1206,584,3.379861111111111e-05,0.146,0.146,526,526,526,48,48,63.8385,65.63850000000001,65.63850000000001
10103,0,2.0,870,1094,128,2.583055570913793e-05,0.064,0.064,870,870,870,8,8,6.096,6.696,6.696
10104,1,1.0,5375,5538,67,2.777608250796142e-06,0.01675,0.01675,5375,5375,5375,2,2,0.829125,0.904125,0.904125
10105,1,1.0,619,717,2,5.85e-07,0.0005,0.0005,619,619,619,0,0,0.000375,0.000375,0.000375
10106,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10107,2,1.0,7485,7583,2,5.85e-07,0.0005,0.0005,7485,7485,7485,0,0,0.000375,0.000375,0.0031284652078778677
10108,3,1.0,3673,3771,2,5.85e-07,0.0005,0.0005,3673,3673,3673,0,0,0.000375,0.000375,0.000375
10109,0,1.0,3945,4046,5,5.089282462185221e-06,0.00125,0.00125,3945,3945,3945,0,0,0.00375,0.00375,0.00375
10110,3,1.0,484,708,128,1.9314727484418893e-06,0.032,0.032,484,484,484,8,8,3.048,3.348,3.348
10111,2,2.0,6546,6770,128,2.583055570913793e-05,0.064,0.064,6546,6546,6546,8,8,6.096,6.696,7.2614742889345285
10112,2,1.0,5226,5450,128,1.0373055555555563e-05,0.032,0.032,5226,5226,5226,16,16,3.048,3.648,3.648
10113,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10114,0,1.0,11566,11790,128,1.9314727484418893e-06,0.032,0.032,11566,11566,11566,16,16,3.048,3.648,3.648
10115,0,1.0,9840,10064,128,1.9314727484418893e-06,0.032,0.032,9840,9840,9840,16,16,3.048,3.648,3.7136470521064826
10116,2,1.0,5388,5612,128,1.9314727484418893e-06,0.032,0.032,5388,5388,5388,8,8,3.048,3.348,3.348
10117,3,1.0,1264,1488,128,1.0373055555555563e-05,0.032,0.032,1264,1264,1264,8,8,3.048,3.348,3.348
10118,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10119,2,2.0,5850,6074,128,4.809673886552115e-06,0.064,0.064,5850,5850,5850,8,8,6.096,6.696,7.142700251566415
10120,1,1.0,927,1028,5,5.089282462185221e-06,0.00125,0.00125,927,936,936,4,0,0.00375,0.020625,0.020625
10121,2,1.0,8588,8812,128,1.9314727484418893e-06,0.032,0.032,8588,8588,8588,16,16,3.048,3.648,3.8105119762314206
10122,0,8.0,715,878,67,5.0106666666666605e-05,0.134,0.134,715,715,715,8,8,6.633,9.033,9.033
10123,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10124,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10125,0,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
10126,2,1.0,6433,6657,128,1.9314727484418893e-06,0.032,0.032,6433,6433,6433,8,8,3.048,3.348,3.4158927925723557
10127,1,1.0,1274,1498,128,1.0373055555555563e-05,0.032,0.032,1274,1274,1274,8,8,3.048,3.348,3.348
10128,2,1.0,5141,5238,1,3.770217498256928e-07,0.00025,0.00025,5141,5141,5141,0,0,0.0,0.0,0.0
10129,3,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.6874932778227443
10130,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10131,0,2.0,715,939,128,4.809673886552115e-06,0.064,0.064,715,715,715,16,16,6.096,7.296,7.296
10132,3,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.010200647494180898
10133,2,1.0,1181,1405,128,1.0373055555555563e-05,0.032,0.032,1181,1181,1181,8,8,3.048,3.348,3.348
10134,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10135,0,1.0,4132,4233,5,5.089282462185221e-06,0.00125,0.00125,4132,4132,4132,0,0,0.00375,0.00375,0.00375
10136,1,8.0,9925,10149,128,0.00018712474550291907,0.256,0.256,9925,9925,9925,13,13,24.384,28.284,28.59575853468789
10137,2,1.0,788,889,5,5.089282462185221e-06,0.00125,0.00125,788,788,788,0,0,0.00375,0.00375,0.00375
10138,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10139,0,1.0,6489,6713,128,1.9314727484418893e-06,0.032,0.032,6489,6489,6489,16,16,3.048,3.648,3.8270017830879177
10140,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10141,0,1.0,4169,4289,24,1.8615120156467018e-06,0.006,0.006,4169,4169,4169,1,1,0.10350000000000001,0.14100000000000001,0.14100000000000001
10142,0,1.0,6545,6643,2,5.85e-07,0.0005,0.0005,6545,6545,6545,0,0,0.000375,0.000375,0.003146424061119653
10143,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10144,0,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.710469338642847
10145,3,1.0,8196,8294,2,5.85e-07,0.0005,0.0005,8196,8196,8196,0,0,0.000375,0.000375,0.0028672909184488723
10146,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10147,1,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
10148,0,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.710469338642847
10149,3,1.0,4467,4691,128,1.0373055555555563e-05,0.032,0.032,4467,4467,4467,16,16,3.048,3.648,3.648
10150,0,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.009891427837328883
10151,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10152,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10153,3,1.0,10654,10878,128,1.0373055555555563e-05,0.032,0.032,10654,10654,10654,8,8,3.048,3.348,3.4191519233185605
10154,2,2.0,9172,9396,128,2.583055570913793e-05,0.064,0.064,9172,9172,9172,16,16,6.096,7.296,7.3506968612505155
10155,1,1.0,295,458,67,2.777608250796142e-06,0.01675,0.01675,295,295,295,8,8,0.829125,1.129125,1.129125
10156,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10157,0,1.0,5792,5890,2,6.879278342431555e-06,0.0005,0.0005,5792,5792,5792,0,0,0.000375,0.000375,0.000375
10158,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10159,3,1.0,9910,10008,2,5.85e-07,0.0005,0.0005,9910,9910,9910,0,0,0.000375,0.000375,0.0005755934572035237
10160,0,1.0,9731,9829,2,5.85e-07,0.0005,0.0005,9731,9731,9731,0,0,0.000375,0.000375,0.0010039726324247394
10161,2,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
10162,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10163,2,1.0,1272,1496,128,1.0373055555555563e-05,0.032,0.032,1272,1272,1272,8,8,3.048,3.348,3.348
10164,3,2.0,2470,2694,128,2.583055570913793e-05,0.064,0.064,2470,2470,2470,10,10,6.096,6.846,6.846
10165,1,1.0,1181,1405,128,1.0373055555555563e-05,0.032,0.032,1181,1181,1181,8,8,3.048,3.348,3.348
10166,0,1.0,4091,4192,5,5.089282462185221e-06,0.00125,0.00125,4091,4091,4091,0,0,0.00375,0.00375,0.00375
10167,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10168,2,1.0,6312,6536,128,1.9314727484418893e-06,0.032,0.032,6312,6312,6312,8,8,3.048,3.348,3.4095583993705234
10169,0,1.0,4618,4719,5,5.089282462185221e-06,0.00125,0.00125,4618,4618,4618,0,0,0.00375,0.00375,0.00375
10170,0,1.0,9208,9432,128,1.0373055555555563e-05,0.032,0.032,9208,9208,9208,8,8,3.048,3.348,3.3766779897354438
10171,3,1.0,5538,5762,128,1.0373055555555563e-05,0.032,0.032,5538,5538,5538,14,14,3.048,3.573,3.573
10172,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10173,3,1.0,5859,6083,128,1.9314727484418893e-06,0.032,0.032,5859,5859,5859,8,8,3.048,3.348,3.599656727781955
10174,0,1.0,1391,1615,128,1.0373055555555563e-05,0.032,0.032,1391,1391,1391,16,16,3.048,3.648,3.648
10175,0,1.0,4091,4192,5,5.089282462185221e-06,0.00125,0.00125,4091,4091,4091,0,0,0.00375,0.00375,0.00375
10176,2,2.0,7412,7515,7,2.7591582762437613e-06,0.0035,0.0035,7412,7412,7412,0,0,0.01575,0.01575,0.026042310587406973
10177,3,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.010200647494180898
10178,0,1.0,11905,12129,128,1.9314727484418893e-06,0.032,0.032,11905,11905,11905,8,8,3.048,3.348,3.348
10179,1,1.0,7816,8040,128,1.0373055555555563e-05,0.032,0.032,7816,7816,7816,16,16,3.048,3.648,4.1148095205069195
10180,3,1.0,5788,6468,584,6.2933333333333355e-06,0.146,0.146,5788,5788,5788,48,48,63.8385,65.63850000000001,66.71697562381469
10181,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10182,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10183,3,1.0,11044,11268,128,1.9314727484418893e-06,0.032,0.032,11044,11044,11044,8,8,3.048,3.348,3.348
10184,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10185,1,1.0,4631,4751,24,1.8615120156467018e-06,0.006,0.006,4631,4631,4631,0,0,0.10350000000000001,0.10350000000000001,0.10350000000000001
10186,1,2.0,991,1215,128,2.583055570913793e-05,0.064,0.064,991,991,991,8,8,6.096,6.696,6.696
10187,0,1.0,9529,9627,2,5.85e-07,0.0005,0.0005,9529,9529,9530,0,0,0.000375,0.000375,0.0013149664177956569
10188,1,1.0,444,668,128,1.9314727484418893e-06,0.032,0.032,444,444,444,16,16,3.048,3.648,3.648
10189,3,2.0,4654,4755,5,2.359747215134718e-06,0.0025,0.0025,4654,4654,4654,0,0,0.0075,0.0075,0.0075
10190,2,1.0,6553,6651,2,5.85e-07,0.0005,0.0005,6553,6553,6553,0,0,0.000375,0.000375,0.0020244179890172073
10191,2,1.0,2108,2332,128,1.9314727484418893e-06,0.032,0.032,2108,2108,2108,8,8,3.048,3.348,3.348
10192,0,1.0,9748,9846,2,5.85e-07,0.0005,0.0005,9748,9748,9748,0,0,0.000375,0.000375,0.0013354680798515924
10193,2,2.0,991,1215,128,2.583055570913793e-05,0.064,0.064,991,991,991,8,8,6.096,6.696,6.696
10194,1,1.0,7708,7932,128,1.0373055555555563e-05,0.032,0.032,7708,7708,7708,8,8,3.048,3.348,3.7625323463128586
10195,3,1.0,5862,6025,67,2.777608250796142e-06,0.01675,0.01675,5862,5862,5862,8,8,0.829125,1.129125,1.187624889278358
10196,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
10197,3,1.0,11239,11463,128,1.9314727484418893e-06,0.032,0.032,11239,11239,11239,8,8,3.048,3.348,3.348
