day,risk_profile_source,raw_risk_profile_total_energy_mwh,upper_contract_profile_total_energy_mwh,central_contract_profile_total_energy_mwh,upper_capacity_realization_energy_mwh,central_energy_realization_energy_mwh,upper_capacity_realization_nrmse,central_energy_realization_nrmse,upper_capacity_realization_rmse_mw,central_energy_realization_rmse_mw,upper_capacity_realization_nrmse_flexible_target,central_energy_realization_nrmse_flexible_target,upper_capacity_profile_max_mw,central_profile_max_mw,risk_price_max_usd_per_mwh,same_declaration_digest
102,Exp2 validation-fitted Risk-Constrained Convex Verifier,604.1189269588313,577.0746499179165,576.0002986972861,580.6145,576.0020655200269,0.00735363743124912,3.570538377489808e-06,0.04420414319022264,2.14232413744193e-05,1.6593742913494134,2.8933588085416546,6.063999999999999,6.00006782279612,8.082271504464446,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
103,Exp2 validation-fitted Risk-Constrained Convex Verifier,656.7593952697388,579.0864647724529,576.0008578781201,584.3149999999999,576.0041643852901,0.01593760243255349,7.301731800684899e-06,0.09613801926683592,4.3810456054067214e-05,1.1409908394263777,1.8706842712388814,6.151,6.000122198809814,60.35222929492866,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
104,Exp2 validation-fitted Risk-Constrained Convex Verifier,638.700802363948,578.3963009759358,576.0006660481579,585.79625,576.0061140249086,0.016114860695600208,9.96275869096581e-06,0.09709141476122557,5.977662126743103e-05,1.4842225458234044,3.2876478439545473,6.132999999999999,6.000149848746557,28.523589670439772,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
105,Exp2 validation-fitted Risk-Constrained Convex Verifier,586.0998534137389,576.385996473405,576.000107287124,580.7552499999999,576.00297867171,0.008285594407267635,5.649005882757145e-06,0.049746881133410706,3.389404160972615e-05,4.894878167378859,11.99872556205372,6.077999999999998,6.000098901307479,3.280637807205475,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
106,Exp2 validation-fitted Risk-Constrained Convex Verifier,582.9173362268564,576.2643669447016,576.0000734803843,577.9502499999999,576.0008172227734,0.0032602790838604603,1.5562956147766968e-06,0.019570652732540623,9.337774879881013e-06,2.393906805331178,4.109425023713669,6.031999999999999,6.00005339908121,3.2848083154861176,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
107,Exp2 validation-fitted Risk-Constrained Convex Verifier,597.9770393823901,576.8399190908996,576.000233454215,578.5487499999999,576.0014236358178,0.0051862332160869115,2.88659282173387e-06,0.031162774466188644,1.731956395006219e-05,1.185045238299777,2.3695806774080266,6.0489999999999995,6.0000607153742,15.252359291629391,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
108,Exp2 validation-fitted Risk-Constrained Convex Verifier,602.6806326103867,577.0196811452546,576.0002834188006,579.4862499999999,576.0015724211987,0.005846174882923808,2.848181193371439e-06,0.03513914548816762,1.708909556885465e-05,1.349721175899538,2.3616072700503503,6.047,6.0000482051697075,13.533744534452131,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
109,Exp2 validation-fitted Risk-Constrained Convex Verifier,646.4574991664065,578.6927466260229,576.0007484447689,586.57625,576.0037959565059,0.018051447740822017,6.685752463975259e-06,0.10881501951783758,4.011456690798132e-05,1.6142140293718306,2.1409676938273856,6.156999999999998,6.000100909095584,28.957066172159113,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
110,Exp2 validation-fitted Risk-Constrained Convex Verifier,682.076146553157,580.0540210639313,576.0011268088981,587.9577499999999,576.0040920611704,0.023884044181660808,7.837673486634725e-06,0.1443128736129265,4.702613291522737e-05,1.1521155520845623,1.3507219721202044,6.166999999999999,6.000087805047356,71.90334384658988,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
111,Exp2 validation-fitted Risk-Constrained Convex Verifier,745.3954469127591,582.4739598131446,576.0017994271386,605.79575,576.0098512959,0.04800799656375604,1.6056141858641306e-05,0.29128549855402935,9.633715210869577e-05,1.9156803314729716,2.2794691187452383,6.421999999999998,6.000159570307505,108.84547095224815,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
112,Exp2 validation-fitted Risk-Constrained Convex Verifier,640.5952907968692,578.4687045865683,576.0006861726298,601.42075,576.0086241913228,0.04216884154582456,1.4947404044709026e-05,0.2540974494055145,8.968453110679105e-05,6.402576885719347,8.13032247931665,6.382999999999998,6.000181772691178,19.148726167628663,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
113,Exp2 validation-fitted Risk-Constrained Convex Verifier,718.7416353021949,581.4553037135931,576.0015162932478,586.8264999999999,576.0034492247482,0.020558133173516964,6.588327521329708e-06,0.1245170371686646,3.9530069188775487e-05,0.9698313363267016,1.10772189973097,6.167999999999999,6.000107810798338,65.30084486428284,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
114,Exp2 validation-fitted Risk-Constrained Convex Verifier,723.3474571132643,581.6313291372678,576.0015652192427,604.6209999999999,576.0054900192245,0.046211144740233065,8.148382618324165e-06,0.2799775993355877,4.8890428564166564e-05,2.572380602318254,1.6161122342161094,6.478999999999998,6.000107779578856,38.40661296442692,1060e9e1e9334c11f84a9111a4c87ecfdde55ff49812454ac4a2167ad3622832
