day,variant,solve_seconds,l1_adjustment_from_ex_post_statistical_mw,release_violation_mwh,deadline_violation_mwh,capacity_violation_mw,conservation_violation_mwh,certified_feasible,mae_mw,rmse_mw,nrmse,nmae,normalization_mean_truth_mw,bias_mw,max_abs_error_mw,paid_response_mwh,contract_capped_response_mwh,meter_capped_response_mwh,meter_capped_false_response_mwh,meter_capped_underpayment_mwh,oracle_matched_response_mwh,oracle_response_mwh,false_response_mwh,false_response_ratio,underestimation_mwh,credit_precision,credit_recall,credit_f1,net_system_response_mwh
66,+ Deadline constraints,3.6612059800099814,9.561854485625886,8.526512829121202e-14,1.1368683772161603e-13,78.40477833849474,2.842170943040401e-14,0.0,8.839183522361697,13.108660401017094,0.9875047273685652,0.6658754783008373,13.274529263214923,-0.6914209993798743,41.641908746542185,22.555971992838717,22.555971992838717,22.555971992838717,12.229927776106752,37.46490476544951,10.326044216731965,47.790948982181476,12.229927776106752,0.5422035361628231,37.46490476544951,0.4577964638371769,0.2160669423112305,0.29357487360104034,0.9453554393740076
67,+ Deadline constraints,3.8997709460090846,11.116820539326946,1.1368683772161603e-13,2.842170943040401e-14,219.47698942339963,5.684341886080802e-14,0.0,4.524899488602596,4.665367541191116,0.40399693365591344,0.39183311976100843,11.548027107464723,-4.373149357139983,6.393681203748784,4.643498286810749,4.643498286810749,4.643498286810749,0.6070005258504549,34.909946999891204,4.036497760960294,38.946444760851506,0.6070005258504549,0.13072052326896744,34.909946999891204,0.8692794767310326,0.10364226531448982,0.1852031674621228,3.872047294565527
68,+ Deadline constraints,4.029405773995677,6.7779993631599345,5.684341886080802e-14,0.0,142.78904059336446,1.4210854715202004e-14,0.0,1.2271405505289668,1.569085899149236,0.14055363300282578,0.1099232761415119,11.163609688535693,-0.36076568456462743,3.489409547096992,11.819746020230236,11.819746020230236,11.819746020230236,0.9846164998785942,3.5353230889618787,10.835129520351641,14.37045260931352,0.9846164998785942,0.08330267826342135,3.5353230889618787,0.9166973217365786,0.7539866568523647,0.8274186594468294,-0.14395765704623753
69,+ Deadline constraints,3.8325063879892696,5.077763570892304,2.842170943040401e-14,7.105427357601002e-15,58.725631522106596,2.842170943040401e-14,0.0,1.8144778929471803,2.2091580799790917,0.11273018267459833,0.09259021623879982,19.596864189921025,-0.6924104807955777,4.976564615349467,30.806149411944823,30.806149411944823,30.806149411944823,3.956116954506795,4.642916859162342,26.850032457438026,31.49294931660037,3.956116954506795,0.12841971586922332,4.642916859162342,0.8715802841307766,0.8525728151883508,0.8619717782573779,-0.18301078371074864
70,+ Deadline constraints,3.8254410509980517,5.018852508600432,2.1316282072803006e-14,7.105427357601002e-15,37.72960188092949,2.842170943040401e-14,0.0,0.9690436863969947,1.1082432455576559,0.0741443471970884,0.06483153569522684,14.947103689668413,-0.2907088216781536,2.3826170803655558,20.46717489695217,20.46717489695217,20.46717489695217,2.419381733324125,1.7726542942193602,18.047793163628043,19.820447457847408,2.419381733324125,0.11820789852557534,1.7726542942193602,0.8817921014744246,0.9105643655124684,0.8959472964022142,0.447033202080132
71,+ Deadline constraints,3.6690207030042075,8.52982207624979,5.684341886080802e-14,2.842170943040401e-14,140.1554618020479,2.842170943040401e-14,0.0,6.45077661859464,6.938849358463992,0.28063407821727865,0.26089451674529746,24.725612094378803,-6.45077661859464,12.170130807208963,31.422269954751922,31.422269954751922,31.422269954751922,0.0,36.712042293625984,31.422269954751922,68.13431224837791,0.0,0.0,36.712042293625984,1.0,0.46118128910151285,0.631244449325101,3.0287378700240386
72,+ Deadline constraints,3.620805812999606,7.431911482558803,5.684341886080802e-14,4.263256414560601e-14,69.63046085809714,5.684341886080802e-14,0.0,1.230298994864179,1.3185982486405123,0.08829903077856079,0.08238613158052308,14.933326413823686,-0.9502442361340857,1.9342757905164376,19.823082238766805,19.823082238766805,19.823082238766805,1.120219034920373,5.1695684850830546,18.702863203846434,23.87243168892949,1.120219034920373,0.056510840313704,5.1695684850830546,0.9434891596862961,0.7834502763503405,0.8560541585479178,1.9469659994123325
73,+ Deadline constraints,3.9133507759979693,6.035168100487565,7.105427357601002e-14,0.0,0.0,1.4210854715202004e-14,1.0,4.016005403794932,5.720986206369341,0.34418996526418555,0.24161372018237676,16.62159500198722,-1.018561715669224,16.88356191178505,20.941870094524667,20.941870094524667,20.941870094524667,2.4916557349597186,14.13449055204285,18.450214359564953,32.5847049116078,2.4916557349597186,0.11897961947587343,14.13449055204285,0.8810203805241268,0.5662231531515987,0.6893852019282436,0.07050562632176627
74,+ Deadline constraints,3.7852343670092523,6.354830483985064,4.263256414560601e-14,2.842170943040401e-14,66.86846706107579,1.4210854715202004e-14,0.0,2.1779315624572604,2.5506058043591464,0.18305750898884618,0.15631060114825698,13.933357983771955,-1.695125440118404,4.994030942061668,15.463356654383222,15.463356654383222,15.463356654383222,1.3626527543635794,12.28117092485931,14.100703900019646,26.381874824878956,1.3626527543635794,0.08812140758438264,12.28117092485931,0.9118785924156175,0.5344845274878732,0.6739455561146903,0.2669871528257588
75,+ Deadline constraints,4.109248603999731,8.5277716072251,8.526512829121202e-14,0.0,58.776845164578134,2.842170943040401e-14,0.0,4.427269661549897,7.243658106676465,0.37464449792248034,0.22897991527098918,19.33475106893279,0.11168837314189861,29.92226379757094,35.891643766363416,35.891643766363416,35.891643766363416,7.480565949392735,10.210447682597849,28.411077816970682,38.621525499568534,7.480565949392735,0.20842082346764232,10.210447682597849,0.7915791765323577,0.7356280584330642,0.7625786984197024,0.49105823352232436
76,+ Deadline constraints,4.005613119996269,6.665327022984418,5.684341886080802e-14,8.526512829121202e-14,270.36504009903683,2.842170943040401e-14,0.0,2.271909100511049,2.684462291279617,0.1832341198584242,0.1550743572680436,14.650449890848748,-1.5519585876126385,6.651590296916535,19.03510356000836,19.03510356000836,19.03510356000836,2.864874903962426,10.46412931572037,16.170228656045932,26.634357971766303,2.864874903962426,0.15050482362393663,10.46412931572037,0.8494951763760633,0.6071191456233768,0.7081418573238683,2.644459985802957
77,+ Deadline constraints,3.7852215110033285,9.950441680550012,2.842170943040401e-14,5.684341886080802e-14,115.04058239183482,5.684341886080802e-14,0.0,3.281334952069648,3.851140976708538,0.384126924800396,0.3272923821801609,10.02569913241491,-3.203678069294005,7.913666540274296,1.2586299827883236,1.2586299827883236,1.2586299827883236,0.0,25.00618649209892,1.2586299827883236,26.26481647488724,0.0,0.0,25.00618649209892,1.0,0.04792076061112958,0.09145874843281662,0.13514687344140985
78,+ Deadline constraints,3.870863507996546,6.810999284156861,5.684341886080802e-14,2.842170943040401e-14,266.939759946745,2.842170943040401e-14,0.0,1.3612771738772387,1.6505239742252082,0.17599255556532806,0.14515066270143953,9.378373812024892,-0.43944433397722,4.672858313813231,7.184465441559711,7.184465441559711,7.184465441559711,1.209304388515168,4.698737181242703,5.975161053044543,10.673898234287245,1.209304388515168,0.16832211085876336,4.698737181242703,0.8316778891412366,0.5597918325519371,0.6691722894103469,0.001022292049766893
79,+ Deadline constraints,3.8615600250050193,4.867777724571046,2.842170943040401e-14,2.842170943040401e-14,91.03425926151422,2.842170943040401e-14,0.0,7.441968953175638,29.600316576391034,1.8428720412310247,0.4633260080216624,16.062057437595204,5.3502723758887445,166.4095809101196,39.114870313624756,39.114870313624756,39.114870313624756,19.265581921235416,4.660241790454986,19.849288392389344,24.50953018284433,19.265581921235416,0.49253856057205686,4.660241790454986,0.5074614394279432,0.8098600113633772,0.6239520761689819,-0.5456125426348422
80,+ Deadline constraints,3.83210939799028,7.179879854338502,2.842170943040401e-14,2.842170943040401e-14,69.13617824519156,2.842170943040401e-14,0.0,2.4135524945069955,2.712587923051469,0.1728238777005048,0.15377179024862556,15.695677930292995,-1.837589792041134,4.584906366871454,18.788201420490914,18.788201420490914,18.788201420490914,1.3513462208921831,9.918872791440737,17.43685519959873,27.355727991039466,1.3513462208921831,0.07192525727440674,9.918872791440737,0.9280747427255933,0.6374114849113238,0.7557594432017155,0.9913827773171502
81,+ Deadline constraints,3.623914796989993,7.102210855375219,4.263256414560601e-14,5.684341886080802e-14,94.15171545661218,2.842170943040401e-14,0.0,9.48528058054021,19.13380286657028,0.885148031970466,0.4387981572247587,21.61650048972679,3.7289968323467235,74.20293836984756,47.37862900565301,47.37862900565301,47.37862900565301,18.105610496477805,13.139458946471708,29.27301850917521,42.41247745564692,18.105610496477805,0.382147201733455,13.139458946471708,0.617852798266545,0.690198268653078,0.6520248978509228,0.3116571468593077
