day,intervention,participating_destinations,dr_price_per_mwh,method,paid_response_mwh,contract_capped_response_mwh,meter_capped_response_mwh,meter_capped_false_response_mwh,meter_capped_underpayment_mwh,oracle_matched_response_mwh,oracle_response_mwh,false_response_mwh,false_response_ratio,underestimation_mwh,credit_precision,credit_recall,credit_f1,net_system_response_mwh
73,Single-site tariff 150,0,150.0,Feasible Quantile Projection,20.93705748827797,20.93705748827797,20.93705748827797,0.5056129469096624,12.15326037023949,20.431444541368307,32.5847049116078,0.5056129469096624,0.024149188451755454,12.15326037023949,0.9758508115482446,0.6270256120714451,0.7634817549061843,6.217248937900877e-15
73,Single-site tariff 150,0,150.0,Single Feasible Projection,18.70023989412843,18.70023989412843,18.70023989412843,2.069079641085982,15.95354465856535,16.63116025304245,32.5847049116078,2.069079641085982,0.11064455070095862,15.95354465856535,0.8893554492990414,0.5103977555775825,0.6485786546535292,-4.884981308350689e-15
73,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,21.476453578357344,21.476453578357344,21.476453578357344,2.9247563968320662,14.033007730082524,18.551697181525277,32.5847049116078,2.9247563968320662,0.13618432792737517,14.033007730082524,0.8638156720726249,0.5693375843620582,0.6863225909214968,0.17346761024279234
73,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,18.700239894128437,18.700239894128437,18.700239894128437,2.069079641085982,15.953544658565347,16.631160253042452,32.5847049116078,2.069079641085982,0.11064455070095858,15.953544658565347,0.8893554492990413,0.5103977555775826,0.6485786546535292,1.7763568394002505e-15
74,Single-site tariff 150,0,150.0,Feasible Quantile Projection,16.787465931377216,16.787465931377216,16.787465931377216,2.0061992381885525,11.600608131690292,14.781266693188664,26.381874824878956,2.0061992381885525,0.11950578165813541,11.600608131690292,0.8804942183418646,0.5602811320766883,0.68480391102783,-7.549516567451064e-15
74,Single-site tariff 150,0,150.0,Single Feasible Projection,12.388890692209591,12.388890692209591,12.388890692209591,0.599015618377817,14.591999751047183,11.789875073831773,26.381874824878956,0.599015618377817,0.04835102942303715,14.591999751047183,0.9516489705769627,0.44689299574393937,0.608183765091524,0.0
74,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,15.827313696024863,15.827313696024863,15.827313696024863,1.7218177145157165,12.27637884336981,14.105495981509144,26.381874824878956,1.7218177145157165,0.10878774172196781,12.27637884336981,0.891212258278032,0.5346661704348323,0.6683613912417904,0.24774064969330967
74,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,12.388890692209591,12.388890692209591,12.388890692209591,0.599015618377817,14.591999751047183,11.789875073831773,26.381874824878956,0.599015618377817,0.04835102942303715,14.591999751047183,0.9516489705769627,0.44689299574393937,0.608183765091524,0.0
75,Single-site tariff 150,0,150.0,Feasible Quantile Projection,31.429261415071547,31.429261415071547,31.429261415071547,5.911463156230945,13.103727240727931,25.5177982588406,38.621525499568534,5.911463156230945,0.18808788021331516,13.103727240727931,0.8119121197866848,0.6607144054712617,0.7285513663089935,-3.6424459045633144
75,Single-site tariff 150,0,150.0,Single Feasible Projection,30.035402680069776,30.035402680069776,30.035402680069776,7.287066227640559,15.873189047139315,22.748336452429218,38.621525499568534,7.287066227640559,0.2426158991527671,15.873189047139315,0.757384100847233,0.5890066784825305,0.662666887540003,1.7763568394002505e-15
75,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,37.0425101547693,37.0425101547693,37.0425101547693,7.83652532328454,9.415540668083771,29.205984831484763,38.621525499568534,7.83652532328454,0.21155492137391155,9.415540668083771,0.7884450786260885,0.7562100267585505,0.7719911997533105,0.6389048564090016
75,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,30.035402680069776,30.035402680069776,30.035402680069776,7.287066227640559,15.873189047139315,22.748336452429218,38.621525499568534,7.287066227640559,0.2426158991527671,15.873189047139315,0.757384100847233,0.5890066784825305,0.662666887540003,0.0
76,Single-site tariff 150,0,150.0,Feasible Quantile Projection,25.229691889502288,25.229691889502288,25.229691889502288,7.37459388831382,8.779259970577836,17.855098001188466,26.634357971766303,7.37459388831382,0.29229821436631503,8.779259970577836,0.7077017856336849,0.6703783894515395,0.6885346612518367,6.2174012937041505
76,Single-site tariff 150,0,150.0,Single Feasible Projection,13.304423951734492,13.304423951734492,13.304423951734492,0.0,13.32993402003181,13.304423951734492,26.634357971766303,0.0,0.0,13.32993402003181,1.0,0.4995211060029237,0.6662408471654413,0.0
76,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,19.30358970326637,19.30358970326637,19.30358970326637,3.1533718612317494,10.484140129731687,16.150217842034618,26.634357971766303,3.1533718612317494,0.16335675953049117,10.484140129731687,0.8366432404695088,0.6063678298217147,0.7031318837437869,2.607039896681247
76,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,13.304423951734492,13.304423951734492,13.304423951734492,0.0,13.32993402003181,13.304423951734492,26.634357971766303,0.0,0.0,13.32993402003181,1.0,0.4995211060029237,0.6662408471654413,0.0
77,Single-site tariff 150,0,150.0,Feasible Quantile Projection,1.4658413209179029,1.4658413209179029,1.4658413209179029,0.0,24.798975153969337,1.4658413209179029,26.26481647488724,0.0,0.0,24.798975153969337,1.0,0.05581007285238211,0.10571990983492954,7.993605777301127e-15
77,Single-site tariff 150,0,150.0,Single Feasible Projection,1.5716610965898636,1.5716610965898636,1.5716610965898636,0.0,24.693155378297377,1.5716610965898636,26.26481647488724,0.0,0.0,24.693155378297377,1.0,0.05983902830970042,0.11292097518834641,1.199040866595169e-14
77,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,1.1421088133326756,1.1421088133326756,1.1421088133326756,0.0,25.122707661554564,1.1421088133326756,26.26481647488724,0.0,0.0,25.122707661554564,1.0,0.0434843629851626,0.08334454166761847,0.0167245495143431
77,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,1.5716610965898636,1.5716610965898636,1.5716610965898636,0.0,24.693155378297377,1.5716610965898636,26.26481647488724,0.0,0.0,24.693155378297377,1.0,0.05983902830970042,0.11292097518834641,1.199040866595169e-14
78,Single-site tariff 150,0,150.0,Feasible Quantile Projection,9.971595146675844,9.971595146675844,9.971595146675844,3.0932633985628626,3.7955664861742657,6.878331748112981,10.673898234287245,3.0932633985628626,0.3102074796522441,3.7955664861742657,0.6897925203477558,0.644406719750995,0.6663276697911604,-2.220446049250313e-15
78,Single-site tariff 150,0,150.0,Single Feasible Projection,7.1831389053193195,7.1831389053193195,7.1831389053193195,1.4699152847077501,4.960674613675677,5.7132236206115685,10.673898234287245,1.4699152847077501,0.2046341166560535,4.960674613675677,0.7953658833439464,0.5352518353846824,0.6398848337431912,9.325873406851315e-15
78,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,7.187327405286606,7.187327405286606,7.187327405286606,1.2050013453526973,4.691572174353338,5.982326059933909,10.673898234287245,1.2050013453526973,0.1676563870551332,4.691572174353338,0.8323436129448669,0.5604630968578259,0.6698673630413462,-2.4424906541753444e-15
78,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,7.183138905319305,7.183138905319305,7.183138905319305,1.4699152847077372,4.960674613675677,5.7132236206115685,10.673898234287245,1.4699152847077372,0.2046341166560521,4.960674613675677,0.795365883343948,0.5352518353846824,0.6398848337431917,-3.552713678800501e-15
79,Single-site tariff 150,0,150.0,Feasible Quantile Projection,22.39304772650008,22.39304772650008,22.39304772650008,2.5033884434210463,4.619870899765297,19.889659283079034,24.50953018284433,2.5033884434210463,0.11179310980784987,4.619870899765297,0.8882068901921502,0.8115071620997854,0.8481264855643006,-0.705907434689895
79,Single-site tariff 150,0,150.0,Single Feasible Projection,23.095278141474168,23.095278141474168,23.095278141474168,4.895278033644179,6.309530075014342,18.200000107829986,24.50953018284433,4.895278033644179,0.21196012464787378,6.309530075014342,0.7880398753521262,0.742568297803164,0.7646286477550075,0.29943430672306803
79,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,23.507524773659227,23.507524773659227,23.507524773659227,3.6113576416791244,4.613363050864226,19.896167131980107,24.50953018284433,3.6113576416791244,0.15362560186369523,4.613363050864226,0.846374398136305,0.8117726853004555,0.8287125126688061,-0.5556294332357465
79,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,22.873402705683787,22.873402705683787,22.873402705683787,4.6734025978538005,6.309530075014344,18.200000107829986,24.50953018284433,4.6734025978538005,0.2043160197014549,6.309530075014344,0.795683980298545,0.742568297803164,0.7682090997046064,0.05699147455238496
80,Single-site tariff 150,0,150.0,Feasible Quantile Projection,19.356770567390882,19.356770567390882,19.356770567390882,0.9406062950267837,8.939563718675371,18.416164272364096,27.355727991039466,0.9406062950267837,0.04859314169954379,8.939563718675371,0.9514068583004561,0.6732105348611604,0.7884897978355079,-0.39447209381811055
80,Single-site tariff 150,0,150.0,Single Feasible Projection,15.656693733081111,15.656693733081111,15.656693733081111,0.2957212482829217,11.994755506241278,15.36097248479819,27.355727991039466,0.2957212482829217,0.018887847800081233,11.994755506241278,0.9811121521999188,0.5615267299714988,0.7142575037193983,-1.865174681370263e-14
80,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,19.212444589458073,19.212444589458073,19.212444589458073,1.669147421957259,9.812430823538657,17.54329716750081,27.355727991039466,1.669147421957259,0.08687845079710083,9.812430823538657,0.913121549202899,0.6413025152628811,0.7534458062392525,0.9342961927294378
80,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,15.656693733081118,15.656693733081118,15.656693733081118,0.2957212482829217,11.99475550624127,15.360972484798197,27.355727991039466,0.2957212482829217,0.018887847800081223,11.99475550624127,0.9811121521999188,0.5615267299714991,0.7142575037193986,-4.884981308350689e-15
81,Single-site tariff 150,0,150.0,Feasible Quantile Projection,40.393306518849485,40.393306518849485,40.393306518849485,14.25475815489353,16.27392909169096,26.138548363955955,42.41247745564692,14.25475815489353,0.3528990167774843,16.27392909169096,0.6471009832225157,0.6162938345511763,0.6313218016752656,-1.2434497875801753e-14
81,Single-site tariff 150,0,150.0,Single Feasible Projection,40.3933065188495,40.3933065188495,40.3933065188495,15.181533809487398,17.20070474628482,25.211772709362098,42.41247745564692,15.181533809487398,0.37584280956061245,17.20070474628482,0.6241571904393874,0.5944423486160988,0.6089374799501237,-1.7763568394002505e-15
81,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,49.399052061520166,49.399052061520166,49.399052061520166,20.126033552344957,13.139458946471708,29.27301850917521,42.41247745564692,20.126033552344957,0.4074174040279269,13.139458946471708,0.5925825959720731,0.690198268653078,0.6376763063009789,0.2956200645354303
81,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,40.3933065188495,40.3933065188495,40.3933065188495,15.181533809487398,17.20070474628482,25.211772709362098,42.41247745564692,15.181533809487398,0.37584280956061245,17.20070474628482,0.6241571904393874,0.5944423486160988,0.6089374799501237,-1.7763568394002505e-15
82,Single-site tariff 150,0,150.0,Feasible Quantile Projection,17.7394476405753,17.7394476405753,17.7394476405753,2.2368428664509663,12.731662137365797,15.502604774124334,28.23426691149013,2.2368428664509663,0.12609427935820577,12.731662137365797,0.8739057206417943,0.5490705610569773,0.6744116687185486,-1.2878587085651816e-14
82,Single-site tariff 150,0,150.0,Single Feasible Projection,13.582671585370122,13.582671585370122,13.582671585370122,0.0,14.65159532612001,13.582671585370122,28.23426691149013,0.0,0.0,14.65159532612001,1.0,0.48107045342985544,0.6496253467426819,0.0
82,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,20.460988330767655,20.460988330767655,20.460988330767655,5.106358941701854,12.879637522424328,15.354629389065803,28.23426691149013,5.106358941701854,0.2495656054904887,12.879637522424328,0.7504343945095113,0.5438295755012902,0.6306417047277757,3.184609715967862
82,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,13.582671585370122,13.582671585370122,13.582671585370122,0.0,14.65159532612001,13.582671585370122,28.23426691149013,0.0,0.0,14.65159532612001,1.0,0.48107045342985544,0.6496253467426819,0.0
83,Single-site tariff 150,0,150.0,Feasible Quantile Projection,6.025014612194473,6.025014612194473,6.025014612194473,1.4424413928213498,5.49047862779055,4.582573219373124,10.073051847163672,1.4424413928213498,0.23940877917571945,5.49047862779055,0.7605912208242807,0.45493394543218457,0.569332128295343,0.6542711937701076
83,Single-site tariff 150,0,150.0,Single Feasible Projection,3.692099716801986,3.692099716801986,3.692099716801986,0.0,6.3809521303616865,3.692099716801986,10.073051847163672,0.0,0.0,6.3809521303616865,1.0,0.3665323849039447,0.5364415639951464,0.019069953760249003
83,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,4.442714127414797,4.442714127414797,4.442714127414797,0.34787348804786644,5.9782112077967415,4.0948406393669305,10.073051847163672,0.34787348804786644,0.07830201945725754,5.9782112077967415,0.9216979805427423,0.4065144011464548,0.5641921544530608,0.4879985270387557
83,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,3.6730297630417312,3.6730297630417312,3.6730297630417312,0.0,6.400022084121941,3.6730297630417312,10.073051847163672,0.0,0.0,6.400022084121941,1.0,0.3646392194512498,0.5344111678072376,-5.773159728050814e-15
84,Single-site tariff 150,0,150.0,Feasible Quantile Projection,2.703834686539519,2.703834686539519,2.703834686539519,0.0,19.972179507088335,2.703834686539519,22.676014193627857,0.0,0.0,19.972179507088335,1.0,0.11923765188413572,0.21306940788385714,0.0
84,Single-site tariff 150,0,150.0,Single Feasible Projection,2.703834686539519,2.703834686539519,2.703834686539519,0.0,19.972179507088335,2.703834686539519,22.676014193627857,0.0,0.0,19.972179507088335,1.0,0.11923765188413572,0.21306940788385714,0.0
84,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,2.7866441689153305,2.7866441689153305,2.7866441689153305,0.0,19.889370024712527,2.7866441689153305,22.676014193627857,0.0,0.0,19.889370024712527,1.0,0.12288950540957061,0.2188808512637172,0.11177234494053656
84,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,2.703834686539519,2.703834686539519,2.703834686539519,0.0,19.972179507088335,2.703834686539519,22.676014193627857,0.0,0.0,19.972179507088335,1.0,0.11923765188413572,0.21306940788385714,0.0
85,Single-site tariff 150,0,150.0,Feasible Quantile Projection,20.28540667909823,20.28540667909823,20.28540667909823,1.6952318774669464,7.605446455428292,18.590174801631285,26.195621257059578,1.6952318774669464,0.083569035823851,7.605446455428292,0.9164309641761491,0.7096672615321667,0.7999037726603246,-2.023876259229052
