calibration_scope,train_observations,calibration_validation_observations,locked_observations,test_observations,test_mae_watts,test_rmse_watts,test_r2,calibration_validation_mae_watts,calibration_validation_rmse_watts,calibration_validation_r2,locked_mae_watts,locked_rmse_watts,locked_r2,calibration_validation_aggregate_energy_ratio,locked_aggregate_energy_ratio,raw_execution_peak_mw,scaled_benchmark_peak_mw,configured_nameplate_mw,raw_measurement_is_not_scaled_utility_power,spatial_mapping_is_declared_scenario
three-way MIT DCGM job-power model,44391,9637,41154,50791,13.023402021609703,19.13740569626384,0.8330765371943397,10.802814349335655,14.462716124248539,0.8956169366942799,13.543395300457567,20.075390119127675,0.8196163656296094,1.063099456331828,1.06588950949852,0.00863653603302321,132.57144147254564,118.0,True,True
