day,slot,data_center,oracle_baseline_mw,actual_mw,nodal_response_mw,is_event
69,72,DC3@Bus80,14.32199013010648,13.665886879183084,0.6561032509233957,0
69,73,DC3@Bus80,14.488739641506644,14.013000696195583,0.4757389453110612,0
69,74,DC3@Bus80,10.513119596354858,10.037380651043762,0.47573894531109673,0
69,75,DC3@Bus80,11.474844676210502,10.999105730899476,0.4757389453110257,0
69,76,DC3@Bus80,13.383942416986224,12.908203471675172,0.4757389453110523,0
69,77,DC3@Bus80,13.12718103256413,12.651442087253052,0.4757389453110772,0
69,78,DC3@Bus80,13.847062202796849,13.371323257485827,0.4757389453110221,0
69,79,DC3@Bus80,16.420770320149956,15.947751973178942,0.4730183469710134,0
69,80,DC3@Bus80,13.510733678534404,13.042743272799544,0.4679904057348594,0
69,81,DC3@Bus80,12.075604796150524,11.607614390415623,0.46799040573490025,0
69,82,DC3@Bus80,12.373120743458054,11.911840467380536,0.46128027607751854,0
69,83,DC3@Bus80,9.126493546291467,8.798947714780784,0.32754583151068317,0
69,84,DC3@Bus80,12.568813867372892,12.241268035862188,0.3275458315107045,0
69,85,DC3@Bus80,10.478220183207256,10.150674351696583,0.3275458315106725,0
69,86,DC3@Bus80,10.048269176590242,9.720723345079577,0.3275458315106654,0
69,87,DC3@Bus80,16.918705374872996,16.591124579479615,0.3275807953933807,0
69,88,DC3@Bus80,18.3874065974042,26.035184885856253,-7.647778288452052,0
69,89,DC3@Bus80,19.544785762849752,24.236456902248282,-4.6916711393985295,0
69,90,DC3@Bus80,17.231946676772488,10.084449804482098,7.1474968722903895,0
69,91,DC3@Bus80,16.03758863516221,10.787492309979427,5.250096325182781,0
69,92,DC3@Bus80,9.466804369945251,7.741219643698685,1.7255847262465664,0
69,93,DC3@Bus80,8.559196368489914,8.204339429509314,0.3548569389805998,0
69,94,DC3@Bus80,11.562674447141582,11.190320635143422,0.37235381199815976,0
69,95,DC3@Bus80,10.41335082056909,10.040997008570912,0.3723538119981775,0
69,0,DC4@Bus116,19.29626818082403,124.0,-104.70373181917597,0
69,1,DC4@Bus116,18.775682213684775,77.60042660254116,-58.82474438885639,0
69,2,DC4@Bus116,21.190956997077826,20.468594421123196,0.7223625759546302,0
69,3,DC4@Bus116,13.622711771125694,12.900349195171067,0.7223625759546266,0
69,4,DC4@Bus116,10.39579074525048,9.673428169295853,0.7223625759546266,0
69,5,DC4@Bus116,12.801663189847707,68.36096796434103,-55.55930477449332,0
69,6,DC4@Bus116,20.6605838136186,14.514031768208184,6.1465520454104166,0
69,7,DC4@Bus116,17.968138318679188,12.247551830736647,5.7205864879425405,0
69,8,DC4@Bus116,16.054765735641908,11.807248627027263,4.247517108614645,0
69,9,DC4@Bus116,19.504125616255656,12.893455513635086,6.6106701026205705,0
69,10,DC4@Bus116,18.0123042660329,11.878163137909697,6.134141128123202,0
69,11,DC4@Bus116,27.14056255871295,22.016056409191748,5.124506149521203,0
69,12,DC4@Bus116,25.179875426237533,23.584991295361256,1.5948841308762773,0
69,13,DC4@Bus116,20.375208834856938,15.919612191171453,4.455596643685485,0
69,14,DC4@Bus116,14.130395263807582,14.387192004819553,-0.25679674101197136,0
69,15,DC4@Bus116,14.798920275452966,14.362426159080346,0.4364941163726197,0
69,16,DC4@Bus116,16.817757925992964,14.69349747273506,2.1242604532579037,0
69,17,DC4@Bus116,16.699509890744185,18.692956621376908,-1.9934467306327228,0
69,18,DC4@Bus116,13.695434116144437,10.580568852727254,3.114865263417183,0
69,19,DC4@Bus116,14.004422445211802,10.918754787094826,3.085667658116975,0
69,20,DC4@Bus116,17.216740992205477,14.16064979335556,3.0560911988499164,0
69,21,DC4@Bus116,15.7777707631068,12.978326904348563,2.799443858758236,0
69,22,DC4@Bus116,14.945507246139908,13.026921708618573,1.9185855375213343,0
69,23,DC4@Bus116,14.581983277410371,12.782252519677627,1.7997307577327444,0
69,24,DC4@Bus116,14.61164871024963,12.811917952516893,1.7997307577327373,0
69,25,DC4@Bus116,12.51693011827968,10.717199360546942,1.7997307577327373,0
69,26,DC4@Bus116,16.243021494063512,14.443290736330766,1.7997307577327462,0
69,27,DC4@Bus116,15.001537256137054,13.201806498404324,1.7997307577327302,0
69,28,DC4@Bus116,21.030143973109162,22.20378401546506,-1.173640042355899,0
69,29,DC4@Bus116,23.689764999658546,24.588746030001914,-0.8989810303433678,0
69,30,DC4@Bus116,16.353232349207705,14.696774796743966,1.6564575524637384,0
69,31,DC4@Bus116,13.696879271254957,15.854105245225014,-2.157225973970057,0
69,32,DC4@Bus116,12.894360351011724,8.92958863044629,3.964771720565434,0
69,33,DC4@Bus116,13.383343976841562,10.327367320245855,3.055976656595707,0
69,34,DC4@Bus116,11.960594640670925,10.954205887423829,1.006388753247096,0
69,35,DC4@Bus116,12.930059877695276,19.255243379016548,-6.325183501321272,0
69,36,DC4@Bus116,13.434368547318378,22.83387408154176,-9.399505534223383,0
69,37,DC4@Bus116,11.815646288712234,10.086106355148058,1.7295399335641761,0
69,38,DC4@Bus116,19.209101869110164,17.276781182344884,1.93232068676528,0
69,39,DC4@Bus116,19.270233829839604,17.576921039124827,1.6933127907147778,0
69,40,DC4@Bus116,19.87795141114674,18.184638620431926,1.6933127907148133,0
69,41,DC4@Bus116,21.91124843074283,20.217935640028056,1.6933127907147743,0
69,42,DC4@Bus116,18.2706213770426,20.946868001295975,-2.676246624253377,0
69,43,DC4@Bus116,12.801442727921776,12.602534009312622,0.19890871860915382,0
69,44,DC4@Bus116,10.206150996295731,6.525897492257138,3.6802535040385935,0
69,45,DC4@Bus116,10.166722178092481,6.577769620536073,3.588952557556408,0
69,46,DC4@Bus116,8.809927784824474,6.320556191423068,2.4893715934014056,0
69,47,DC4@Bus116,9.457633867699698,17.647566459061714,-8.189932591362016,0
69,48,DC4@Bus116,10.178489560079953,6.738301991386246,3.440187568693707,0
69,49,DC4@Bus116,11.656187727072556,8.42894913529227,3.227238591780287,0
69,50,DC4@Bus116,23.834723744177566,20.607485152397295,3.227238591780271,0
69,51,DC4@Bus116,23.1019368361031,29.483572810400602,-6.381635974297502,0
69,52,DC4@Bus116,27.463199743691863,23.772476055621436,3.6907236880704275,0
69,53,DC4@Bus116,22.370351245020345,18.679627556949896,3.690723688070449,0
69,54,DC4@Bus116,25.571160222952095,22.294515938776257,3.2766442841758376,0
69,55,DC4@Bus116,22.852133316899618,20.6083327361927,2.2438005807069175,0
69,56,DC4@Bus116,12.263746571215554,17.5210794493213,-5.2573328781057445,0
69,57,DC4@Bus116,12.420351205823044,6.3450796159035505,6.075271589919494,0
69,58,DC4@Bus116,12.641996276578325,23.024801371242596,-10.38280509466427,0
69,59,DC4@Bus116,14.881305625521353,7.441570519229003,7.43973510629235,0
