endpoint,conversion_scale_factor,mean_interval_width_usd,maximum_interval_width_usd,oracle_coverage,locked_day_count
q01,0.5826705226086141,9.642500313528688,77.54444005308324,0.018518518518518517,54
q99,5.320912625466783,90.12529496838316,725.8765853130753,0.018518518518518517,54
