day,target_total_energy_mwh,realized_total_energy_mwh,signed_energy_residual_mwh,target_tracking_rmse_mw,target_tracking_nrmse_total,target_tracking_nrmse_flexible,target_tracking_relative_l2_flexible,maximum_absolute_residual_mw,realized_flexible_peak_mw,capacity_utilization_peak
90,584.6508664590298,588.4949999999999,3.8441335409701667,0.08670696993987774,0.014237333067925196,0.7376455088009991,0.7376455088009993,0.19975748078036037,0.15899999999999892,0.0013474576271186348
91,594.8325920214385,590.6365,-4.19609202143848,0.2042834582529461,0.032969296328631596,0.7270866065016037,0.7270866065016036,1.9170910936909271,0.20199999999999996,0.0017118644067796607
92,578.1185699203165,593.0764999999999,14.957930079683393,0.1597839936484855,0.026533075027098427,4.70850483830704,4.70850483830704,0.20682374095367262,0.2099999999999982,0.0017796610169491373
93,577.949940544949,586.2482499999999,8.29830945505099,0.08961929282184988,0.0148861545046365,2.795679196154583,2.7956791961545826,0.12873681042034057,0.13099999999999934,0.001110169491525418
94,576.6793292468146,584.03325,7.353920753185273,0.07914297651887847,0.013174957659286174,4.918455630569803,4.918455630569804,0.10199999999997988,0.1059999999999981,0.0008983050847457466
95,578.6085460942209,586.5447499999999,7.936203905778933,0.09203958032306804,0.015270772909696544,2.059392458542759,2.0593924585427597,0.12963174733481697,0.137999999999999,0.0011694915254237205
96,577.57343042103,586.5274999999999,8.954069578969978,0.09865267154903463,0.016397320184558282,3.3238619155265936,3.3238619155265936,0.15599999999997927,0.15999999999999925,0.001355932203389824
97,577.5114969757783,581.3367499999999,3.825253024221541,0.06748571737296358,0.01121818163228052,1.192385051023227,1.1923850510232272,0.4506787158971344,0.09999999999999964,0.000847457627118641
98,576.7211830419333,579.7884999999999,3.067316958066585,0.03525909801656492,0.0058691678216787795,2.1249238963529473,2.1249238963529473,0.08655277861391308,0.05499999999999883,0.0004661016949152443
99,576.6049973257545,579.05675,2.4517526742454505,0.03192348467606682,0.005314998210414451,2.09128483157971,2.09128483157971,0.12499999999998046,0.12600000000000033,0.0010677966101694943
100,576.9589261760508,580.3844999999999,3.425573823949167,0.04357399787425119,0.007250262724337676,1.6266100845847578,1.626610084584758,0.11251239091699894,0.06999999999999762,0.0005932203389830307
101,576.8649413628677,580.8722499999999,4.007308637132235,0.045705827411715735,0.007606216146813228,2.176033878001531,2.176033878001531,0.10545038572171084,0.14900000000000002,0.0012627118644067798
102,577.0746499179165,580.6145,3.5398500820834453,0.04420414319022264,0.00735363743124912,1.6593742913494134,1.6593742913494134,0.12963258909315378,0.06399999999999917,0.0005423728813559251
103,579.0864647724529,584.3149999999999,5.228535227547008,0.09613801926683592,0.01593760243255349,1.1409908394263777,1.1409908394263775,1.2169572401791404,0.1509999999999998,0.001279661016949151
104,578.3963009759358,585.79625,7.399949024064141,0.09709141476122557,0.016114860695600208,1.4842225458234044,1.4842225458234042,0.5053638019877891,0.13299999999999912,0.0011271186440677892
105,576.385996473405,580.7552499999999,4.369253526594888,0.049746881133410706,0.008285594407267635,4.894878167378859,4.894878167378859,0.07543479025792266,0.07799999999999763,0.0006610169491525223
106,576.2643669447016,577.9502499999999,1.6858830552983863,0.019570652732540623,0.0032602790838604603,2.393906805331178,2.3939068053311785,0.053787268853633385,0.03199999999999914,0.00027118644067795883
107,576.8399190908996,578.5487499999999,1.7088309091003566,0.031162774466188644,0.0051862332160869115,1.185045238299777,1.1850452382997767,0.30333001866757403,0.04899999999999949,0.00041525423728813125
108,577.0196811452546,579.4862499999999,2.4665688547453026,0.03513914548816762,0.005846174882923808,1.349721175899538,1.3497211758995376,0.2597708530238263,0.04699999999999971,0.0003983050847457602
109,578.6927466260229,586.57625,7.883503373976952,0.10881501951783758,0.018051447740822017,1.6142140293718306,1.6142140293718306,0.5298371383843001,0.15699999999999825,0.0013305084745762563
110,580.0540210639313,587.9577499999999,7.903728936068655,0.1443128736129265,0.023884044181660808,1.1521155520845623,1.1521155520845625,1.467399052984427,0.16699999999999893,0.0014152542372881266
111,582.4739598131446,605.79575,23.32179018685534,0.29128549855402935,0.04800799656375604,1.9156803314729716,1.915680331472972,1.966744309039787,0.42199999999999793,0.0035762711864406604
112,578.4687045865683,601.42075,22.9520454134316,0.2540974494055145,0.04216884154582456,6.402576885719347,6.402576885719347,0.37525591809865677,0.38299999999999823,0.0032457627118643918
113,581.4553037135931,586.8264999999999,5.371196286406725,0.1245170371686646,0.020558133173516964,0.9698313363267016,0.9698313363267017,1.264105893680683,0.16799999999999926,0.0014237288135593158
114,581.6313291372678,604.6209999999999,22.989670862732126,0.2799775993355877,0.046211144740233065,2.572380602318254,2.5723806023182534,0.46409837800537534,0.4789999999999983,0.004059322033898291
