day,method,truth_source,event_intervention,mae_mw,rmse_mw,nrmse,bias_mw,max_abs_error_mw
85,Synthetic Control,independent_trace_observed_meter,False,25.207176060482492,38.58397999455879,2.4271000440573123,11.109845314488481,107.08260197335332
85,Tail-Risk Feasible Counterfactual,independent_trace_observed_meter,False,3.0868402824772483,3.916678049497638,0.2463760728632611,-0.7584086485574821,13.312162123165464
86,Ex-post Metadata Gradient Boosting,independent_trace_observed_meter,False,15.486682767702106,26.917670891003567,2.0288300944587685,9.60652480885701,70.10354876561586
86,Ex-post Quantile Gradient Boosting,independent_trace_observed_meter,False,5.589488067412435,7.467578547308707,0.5628439455576443,-1.540794551000649,27.190140056998175
86,Extra Trees,independent_trace_observed_meter,False,26.53702794768205,42.738458138859464,3.221269418665205,15.151502707776991,104.74209983268742
86,Feasible Quantile Projection,independent_trace_observed_meter,False,2.072598315979402,2.6527106834525926,0.19993926251173716,-0.6169905996821838,6.533988405854696
86,Gradient Boosting,independent_trace_observed_meter,False,19.804998193296417,30.784747741310326,2.320298175900739,9.966706217360382,71.98664420684747
86,High-5-of-10,independent_trace_observed_meter,False,27.221763847681146,45.89060065467056,3.458851697755998,16.95796396504663,108.14068788715744
86,Metadata Gradient Boosting,independent_trace_observed_meter,False,15.919386214229833,26.829382887296934,2.022175679237444,10.44048960060972,70.37308257745494
86,Ridge,independent_trace_observed_meter,False,18.79085788656596,32.76636563263495,2.469656046792199,13.400411350482404,87.68594840791786
86,Risk-Constrained Convex Verifier,independent_trace_observed_meter,False,1.1334589154102828,1.4204531913758278,0.10706194433027472,-0.587622784297912,4.731976472582984
86,Single Feasible Projection,independent_trace_observed_meter,False,1.1380585329161104,1.43291348906235,0.10800109790840916,-0.5821080600296991,4.501688283222556
86,Synthetic Control,independent_trace_observed_meter,False,20.021323926999074,32.19617574299302,2.4266798765155833,9.742675986164343,105.51686673432967
86,Tail-Risk Feasible Counterfactual,independent_trace_observed_meter,False,1.1334641453431462,1.4206180602313292,0.10707437077300204,-0.5876237907022357,4.731989631018754
87,Ex-post Metadata Gradient Boosting,independent_trace_observed_meter,False,23.792945456376884,33.8097185249345,1.641745835344138,8.051703285666926,76.62696031319116
87,Ex-post Quantile Gradient Boosting,independent_trace_observed_meter,False,9.711842556807285,10.618425179177379,0.5156137370079322,-8.717373817082983,17.0962376311861
87,Extra Trees,independent_trace_observed_meter,False,31.316167218823523,45.31992597364176,2.200663092490952,11.293056752781874,108.53407368524552
87,Feasible Quantile Projection,independent_trace_observed_meter,False,2.6843341352877492,3.1299840558875207,0.15198701771673048,-1.6898653955634448,9.750338141737325
87,Gradient Boosting,independent_trace_observed_meter,False,22.383226439545787,30.04377758480968,1.458877768872594,4.234911656538868,75.82540355780887
87,High-5-of-10,independent_trace_observed_meter,False,30.78242113981115,44.376813942876794,2.1548670812751403,9.776228238303371,110.24229161950709
87,Metadata Gradient Boosting,independent_trace_observed_meter,False,22.171466029053015,31.08472244615226,1.5094243858067664,6.643012888130277,72.5999400518096
87,Ridge,independent_trace_observed_meter,False,21.79490487257943,34.38519359337183,1.6696899838958212,8.026484786750686,89.23694558363597
87,Risk-Constrained Convex Verifier,independent_trace_observed_meter,False,2.368427279818258,2.74040798995051,0.133069827284336,-1.7983781478107281,9.12078611212048
87,Single Feasible Projection,independent_trace_observed_meter,False,2.4351453452894782,2.8204317552474096,0.1369556532875265,-1.841184022497381,9.503381164673556
87,Synthetic Control,independent_trace_observed_meter,False,28.401988547387006,40.9786869056892,1.989859469420618,8.60316224328377,105.97567726843857
87,Tail-Risk Feasible Counterfactual,independent_trace_observed_meter,False,2.384802880910724,2.795918572553491,0.13576533235749302,-1.7820004129859952,9.644839486795664
88,Ex-post Metadata Gradient Boosting,independent_trace_observed_meter,False,19.771349929590425,34.299611755641344,2.3602369957149767,13.935466046467758,80.26531963206968
88,Ex-post Quantile Gradient Boosting,independent_trace_observed_meter,False,3.3891776125420137,4.124413616935999,0.28381060618628984,-2.713753378283278,8.598896990071529
88,Extra Trees,independent_trace_observed_meter,False,28.386834023199945,44.44796848455847,3.0585693024462244,12.755100227674568,110.32530993776611
88,Feasible Quantile Projection,independent_trace_observed_meter,False,2.26434110800293,2.7091752214897507,0.18642472198195478,-1.1964842076897602,5.011887595423525
88,Gradient Boosting,independent_trace_observed_meter,False,18.240847645224047,28.500050216714765,1.9611555192067525,8.413234566025501,77.25865381455007
88,High-5-of-10,independent_trace_observed_meter,False,30.669606152606995,50.462099663983125,3.4724158208233997,18.575630412744623,113.5288843544647
88,Metadata Gradient Boosting,independent_trace_observed_meter,False,19.132480600321074,31.34225091454041,2.1567340372391524,11.262717192004205,74.63860215720463
88,Ridge,independent_trace_observed_meter,False,25.056777487534752,45.55061365303802,3.1344449111362778,20.177130329133696,95.53294515268847
88,Risk-Constrained Convex Verifier,independent_trace_observed_meter,False,1.9217984991586037,2.300376095901147,0.1582942922002981,-1.2781872956087452,5.285898269362882
88,Single Feasible Projection,independent_trace_observed_meter,False,1.9508425003483336,2.2789228696999495,0.15681804522356138,-1.2935371884088704,5.504997395607887
88,Synthetic Control,independent_trace_observed_meter,False,26.484678801103264,42.9580227545738,2.9560426307576155,14.196217744020057,111.27202114808335
88,Tail-Risk Feasible Counterfactual,independent_trace_observed_meter,False,1.9218006348394248,2.300379039280275,0.158294494741142,-1.2781895356525506,5.285891155171818
89,Ex-post Metadata Gradient Boosting,independent_trace_observed_meter,False,16.77849225458994,32.33405509246646,3.040635780946497,14.477508137687614,81.23660445616528
89,Ex-post Quantile Gradient Boosting,independent_trace_observed_meter,False,11.038584961728017,21.853910129696857,2.0551019939787123,8.2060897449036,56.62348443475544
89,Extra Trees,independent_trace_observed_meter,False,26.340232384687507,48.48900664169696,4.559818066607046,20.832277605515536,112.50878686249399
89,Feasible Quantile Projection,independent_trace_observed_meter,False,2.6708826548838833,3.215852742489144,0.3024129478070213,-1.485612896072921,9.008737018402778
89,Gradient Boosting,independent_trace_observed_meter,False,18.248721497542242,33.976440139022564,3.1950826860553305,14.422195334184405,80.0512944318397
89,High-5-of-10,independent_trace_observed_meter,False,30.501043409143186,55.56307220804002,5.225050336926143,24.33449405586122,118.39178665773224
89,Metadata Gradient Boosting,independent_trace_observed_meter,False,15.123126959393513,29.47697872581501,2.7719615115270364,13.275860904453383,78.30949572882643
89,Ridge,independent_trace_observed_meter,False,25.345581088572505,46.64256386581287,4.386181943461717,25.24059333036994,99.18133469590381
89,Risk-Constrained Convex Verifier,independent_trace_observed_meter,False,2.64025053260226,2.790859774564185,0.2624473814334934,-1.707196890748237,5.000536842261035
89,Single Feasible Projection,independent_trace_observed_meter,False,2.824522302905161,2.9641174678668345,0.2787402200543762,-1.748816872539745,6.127986120270288
89,Synthetic Control,independent_trace_observed_meter,False,18.343354472068754,35.42899681081668,3.3316784757723705,12.434856376861156,112.83131408697044
89,Tail-Risk Feasible Counterfactual,independent_trace_observed_meter,False,2.6201697953900744,2.76972456421375,0.26045986466067955,-1.7071963689391998,4.895659644491941
90,Ex-post Metadata Gradient Boosting,independent_trace_observed_meter,False,12.961867063967631,26.64249779811092,3.645911223256018,12.961867063967631,83.40613233755808
90,Ex-post Quantile Gradient Boosting,independent_trace_observed_meter,False,8.596518813489416,18.900475239834577,2.586448737800829,8.596518813489416,57.05013130966229
90,Extra Trees,independent_trace_observed_meter,False,23.393392278526143,46.941454789405206,6.423736173294996,23.09829376167184,118.34621732359993
90,Feasible Quantile Projection,independent_trace_observed_meter,False,7.993605777301127e-15,9.073993441833816e-15,1.2417369715117008e-15,-1.0547118733938987e-15,1.4210854715202004e-14
90,Gradient Boosting,independent_trace_observed_meter,False,14.579279232427854,28.897411415254695,3.9544864524449355,14.579279232427854,83.777165452359
90,High-5-of-10,independent_trace_observed_meter,False,29.65706859324113,56.50565067193334,7.732555240252028,27.660971994162168,119.42466369634775
90,Metadata Gradient Boosting,independent_trace_observed_meter,False,14.280084143566006,29.464925309846407,4.032148287807548,14.280084143566006,80.16064879832376
90,Ridge,independent_trace_observed_meter,False,15.310297874501629,31.747886087130748,4.344561650219252,15.310297874501629,99.1348608703186
90,Risk-Constrained Convex Verifier,independent_trace_observed_meter,False,4.771674565196005e-07,2.041131085957389e-06,2.793200093632529e-07,4.771674498027512e-07,1.148993164257206e-05
90,Single Feasible Projection,independent_trace_observed_meter,False,7.993605777301127e-15,9.073993441833816e-15,1.2417369715117008e-15,-1.0547118733938987e-15,1.4210854715202004e-14
90,Synthetic Control,independent_trace_observed_meter,False,16.72187674874459,35.13436069053242,4.807986133065191,15.924283799398484,114.03858007252005
90,Tail-Risk Feasible Counterfactual,independent_trace_observed_meter,False,1.0385061860462841e-07,4.442312987879602e-07,6.079114241636385e-08,1.0385061310902444e-07,2.50066607243582e-06
91,Ex-post Metadata Gradient Boosting,independent_trace_observed_meter,False,20.922241446895363,31.935376213397486,1.91567849878134,9.39120608030554,78.61189855154116
91,Ex-post Quantile Gradient Boosting,independent_trace_observed_meter,False,5.776393713012688,6.667703256021671,0.3999694783134091,-4.858042758664764,14.706320460775359
91,Extra Trees,independent_trace_observed_meter,False,23.23006037845875,36.58483781006891,2.194581541981326,8.186501305480855,111.70558731749266
91,Feasible Quantile Projection,independent_trace_observed_meter,False,5.818050299747069,14.574965927483474,0.8742952849898591,0.4075629338050373,79.28818945618822
91,Gradient Boosting,independent_trace_observed_meter,False,17.47588842937316,26.601956535942925,1.5957474814416808,5.987566620007871,77.32888797790395
