day,solver_success,global_lp_status,mean_absolute_target_deviation_mw,first_stage_optimal_target_deviation_mw,worst_case_fractional_cost_margin,certified_n1_baseline_cost_usd,reference_n1_baseline_cost_usd,payment_cap_violation_usd,certificate_schema_version,candidate_checksum,conversion_scale_q01,conversion_scale_q10,conversion_scale_q50,conversion_scale_q90,conversion_scale_q99,certified_cost_q01_usd,certified_cost_q10_usd,certified_cost_q50_usd,certified_cost_q90_usd,certified_cost_q99_usd,reference_cost_q01_usd,reference_cost_q10_usd,reference_cost_q50_usd,reference_cost_q90_usd,reference_cost_q99_usd,weight_rho_0.03,weight_rho_0.1,weight_rho_0.3,weight_rho_1,weight_rho_3,weight_rho_10,weight_feasible_quantile
89,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.1337281392017058,0.13372813820170576,1.0155882271007936e-14,106172.47876637589,106172.49276078444,8.934875950217247e-09,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106146.09927810717,106153.21553399684,106172.47876637589,106198.32494586472,106470.76579350598,106146.09927809959,106153.21553398791,106172.49276078444,106198.41285718139,106470.87519887178,0.0,0.0,0.9999999353693528,0.0,0.0,0.0,6.463064714853965e-08
90,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.0,0.0,9.420607812227669e-14,106137.06082933409,106137.06082933409,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106124.82071397542,106128.12266555705,106137.06082933409,106149.04911126905,106274.64678151107,106124.82071397542,106128.12266555705,106137.06082933409,106149.04911126905,106274.64678151108,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,1e-09,0.0,0.00010859736955281325,106305.11830375207,106324.53219004784,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106225.70223537322,106247.08777658473,106305.11830375207,106383.43277843394,107210.72513717483,106237.23917455072,106260.76418605311,106324.53219004784,106410.30465331691,107319.30201828468,0.0,0.0,0.0,0.9999999985026443,-4.1255223348410986e-10,5.383089595908787e-10,0.0
92,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,1e-09,0.0,9.56568719780172e-14,106137.00909678446,106137.00909678446,1.4551915228366852e-11,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106124.7896338373,106128.08601412646,106137.00909678446,106148.97715121954,106274.88005876332,106124.7896338373,106128.08601412644,106137.00909678446,106149.00522501644,106275.0271594428,0.0,1.8672378332813275e-08,0.0,0.0,0.9999999813276201,0.0,0.0
93,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,9.999999976775112e-10,0.0,9.364292220099547e-14,106128.23947763775,106128.23947763775,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106119.52097848892,106121.87292217657,106128.23947763775,106136.77859861685,106226.49981644118,106119.52097848892,106121.87292217658,106128.23947763775,106136.77859861686,106226.66144310904,0.0,0.0,0.0,0.0,1.0000000000000007,0.0,-0.0
94,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.023163221862647607,0.023163220862647604,1.0518828123429732e-12,106109.6658100718,106109.66581024096,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106108.36219823593,106108.71386674863,106109.6658100718,106110.94260083431,106124.31565004072,106108.36219833755,106108.71386686846,106109.66581024096,106110.9426010696,106124.31565096881,0.0,5.783428777023783e-09,1.0,0.0,-5.783428777023783e-09,0.0,0.0
95,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.2702589139317041,0.2702589129317041,6.011214443514673e-13,106158.38745403824,106158.47631041206,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106137.55391422201,106143.17406874926,106158.38745403824,106178.7923556018,106393.53627493036,106137.6072977956,106143.23702163373,106158.47631041206,106178.91595494312,106393.5426958467,0.0,0.0,0.9900196132667601,0.009980386733239753,0.0,0.0,0.0
96,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.0,0.0,9.417313771891267e-14,106115.6657122185,106115.6657122185,2.9103830456733704e-11,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106111.96684924829,106112.96467206914,106115.6657122185,106119.28847318332,106157.29712359695,106111.96684924827,106112.96467206912,106115.6657122185,106119.28847318329,106157.29712359695,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.0,0.0,9.41852435413716e-14,106113.19036093664,106113.19036093664,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106110.47969541044,106111.21093740116,106113.19036093664,106115.8452560587,106143.65250854497,106110.47969541044,106111.21093740116,106113.19036093664,106115.84525605872,106143.65250854497,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.0,0.0,9.418076693149253e-14,106114.10996084084,106114.10996084085,1.4551915228366852e-11,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106111.03217720841,106111.86245472095,106114.10996084084,106117.12442082257,106148.69773952899,106111.0321772084,106111.86245472093,106114.10996084085,106117.12442082257,106148.69773952899,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.0,0.0,9.419244228094047e-14,106111.71175551003,106111.71175551001,1.4551915228366852e-11,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106109.59137149822,106110.16337634754,106111.71175551003,106113.78851382474,106135.54038730898,106109.59137149822,106110.16337634754,106111.71175551001,106113.78851382472,106135.54038730898,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.0,0.0,9.406008001551276e-14,106110.73592051679,106110.73592051677,1.4551915228366852e-11,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106109.00510450416,106109.47201764207,106110.73592051679,106112.43112597268,106130.18663191961,106109.00510450415,106109.47201764205,106110.73592051677,106112.43112597268,106130.1866319196,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,1.0000000000000003e-09,0.0,0.00012238496030680135,106240.64676432262,106262.40570541855,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106187.01806344106,106201.46924560743,106240.64676432262,106293.2151722347,106850.80835504932,106200.01447162288,106216.8310382625,106262.40570541855,106323.63764856616,106966.78079976197,0.0,0.0,0.0,1.000000011738033,0.0,-1.1010994455436098e-08,-8.986319795305592e-09
102,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,1e-09,0.0,4.011669710025975e-05,106165.02976933766,106172.1158148495,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106141.54451739902,106147.88001036714,106165.02976933766,106188.03182555233,106429.19237377419,106145.80170701697,106152.90032557005,106172.1158148495,106197.8885248542,106468.28237738204,-9.730171351944843e-09,0.0,0.0,1.0000000000290648,0.0,0.0,-0.0
103,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,1e-09,0.0,7.915622506704956e-06,106150.63657754325,106152.16729242497,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106132.97681941329,106137.74079953764,106150.63657754325,106167.93299617668,106349.85215544378,106133.81693463333,106138.76721419836,106152.16729242497,106170.14010202413,106358.88536465401,0.0,0.0,1.0880644537079394e-08,0.0,0.0,0.9999999736425434,1.5476812067823903e-08
104,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.0,0.0,9.421652430977361e-14,106106.76700149484,106106.76700149484,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106106.6206376211,106106.66012143398,106106.76700149484,106106.91035401498,106108.41182188425,106106.62063762112,106106.66012143398,106106.76700149484,106106.91035401498,106108.41182188425,0.0,0.0,0.0,0.0,0.0,0.0,1.0
