day,solver_success,global_lp_status,mean_absolute_target_deviation_mw,first_stage_optimal_target_deviation_mw,worst_case_fractional_cost_margin,certified_n1_baseline_cost_usd,reference_n1_baseline_cost_usd,payment_cap_violation_usd,certificate_schema_version,candidate_checksum,conversion_scale_q01,conversion_scale_q10,conversion_scale_q50,conversion_scale_q90,conversion_scale_q99,certified_cost_q01_usd,certified_cost_q10_usd,certified_cost_q50_usd,certified_cost_q90_usd,certified_cost_q99_usd,reference_cost_q01_usd,reference_cost_q10_usd,reference_cost_q50_usd,reference_cost_q90_usd,reference_cost_q99_usd,weight_rho_0.03,weight_rho_0.1,weight_rho_0.3,weight_rho_1,weight_rho_3,weight_rho_10,weight_feasible_quantile
105,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.0064713594687551106,0.0064713584687551085,1.1952125637661548e-13,106121.81879144422,106121.81879144692,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106115.66352674694,106117.32400014994,106121.81879144422,106127.84741506523,106191.18852020043,106115.66352674857,106117.32400015184,106121.81879144692,106127.86550677766,106191.64872027215,0.0,0.0,0.0,0.8877995178091875,0.0,0.0,0.11220048219081247
106,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,1e-09,0.0,8.330879988840899e-08,106109.0732244879,106109.07322471056,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106108.00618172555,106108.29403224277,106109.0732244879,106110.11831345127,106121.06452840092,106108.00618185932,106108.29403240053,106109.07322471056,106110.11831376102,106121.07996324563,0.6304062233770406,0.0,0.0,0.0,0.0,0.0,0.36959369331425374
107,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,1e-09,0.0,4.513826896843471e-08,106129.52219944487,106129.52220048854,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106120.2916184673,106122.7817037782,106129.52219944487,106138.56286645982,106233.5784989127,106120.2916190943,106122.7817045176,106129.52220048854,106138.56286791159,106233.80764430192,0.0,0.0,0.0,0.0,0.0,0.9999998625911896,9.227063559579962e-08
108,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,1e-09,0.0,6.685164973946355e-08,106114.35067948459,106114.35068001608,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106111.17679735082,106112.03299885093,106114.35067948459,106117.45926079556,106150.01840208488,106111.17679767012,106112.03299922746,106114.35068001608,106117.45926153487,106150.01840500081,0.3301897284666131,0.0,0.0,0.0,0.0,0.0,0.6698102046818312
109,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.0,0.0,8.561539656691925e-05,106157.61536005231,106172.87290453428,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106137.16880127907,106142.68421812588,106157.61536005231,106177.94823409201,106391.54281808886,106146.25655511813,106153.43670779454,106172.87290453428,106198.9416376736,106472.81998237624,0.0,0.0,0.0,0.0,0.0,1.0,0.0
110,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.0052931351459554465,0.00529313514098829,9.415615811912683e-14,106119.16674549125,106119.16674549127,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106114.07021740699,106115.44508099901,106119.16674549125,106124.15841540392,106176.44094228616,106114.070217407,106115.44508099901,106119.16674549127,106124.15841540393,106176.44094228616,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,0.09357206654774539,0.09357206554774537,2.577496420357982e-13,106128.80775084735,106128.80775086468,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106119.86238849029,106122.27553187314,106128.80775084735,106137.57397778405,106230.32528246849,106119.86238850073,106122.27553188545,106128.80775086468,106137.62852643375,106230.57411818403,0.0,5.162455386050321e-09,1.0,-5.162455386050322e-09,0.0,0.0,0.0
112,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,1.0000000000000003e-09,0.0,9.427887931240026e-13,106124.86357220926,106124.86357235919,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106117.49278525796,106119.48116371017,106124.86357220926,106132.08270940409,106207.69562873937,106117.49278534803,106119.48116381638,106124.86357235919,106132.08270961263,106207.6956295619,0.0,0.0,1.9153450489181033e-09,1.0,0.0,-1.9153446617714017e-09,0.0
113,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,9.999999999999999e-10,0.0,4.885412751686029e-06,106154.5020577881,106155.36427540402,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106135.29914183408,106140.47941153322,106154.5020577881,106173.30988464956,106371.20992650598,106135.81714921587,106141.09027470057,106155.36427540402,106174.57066147497,106376.33103647793,0.0,2.2848082259216107e-09,0.0,0.0,0.0,0.999999992909801,0.0
114,1,Vertex-cost Jensen certificate: exact global LP with independent N-1 replay,1e-09,0.0,0.00016370941885455843,106190.79980503416,106219.86391275658,0.0,10,d15af9651f38fc51549aec50cca5fe8a9c3141f51928081fe6375eb3bf23c7a3,0.5826705226086141,0.6871175459512688,0.9698487058668352,1.3490609178395556,5.320912625466783,106157.10628271021,106166.19560712166,106190.79980503416,106223.80010226707,106573.74253310337,106174.48804643546,106186.7288553802,106219.86391275658,106264.30619639199,106731.01260233918,0.0,0.0,0.0,0.9999999750290751,2.4970924883405132e-08,0.0,0.0
