day,conversion_scenario,conversion_scale_factor,event_slot,counterfactual_method,settlement_payment_usd,independent_realized_value_usd,absolute_error_usd,overpayment_usd,maximum_post_contingency_loading,credible_line_contingencies,evaluation_schema_version,certified_checksum,payment_evaluation_profile_checksum
61,q10,0.6871175459512688,71,Risk-Constrained Convex Verifier,-6.271649438351233,-6.655791449184108,0.3841420108328748,0.3841420108328748,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q10,0.6871175459512688,71,Payment-Certified N-1 Verifier,-6.068825063661279,-6.655791449184108,0.5869663855228282,0.5869663855228282,1.0000000000000022,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,64,Feasible Quantile Projection,-2.2943785850020504,56.20553310836658,58.49991169336863,0.0,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,64,Single Feasible Projection,23.9405084717273,56.20553310836658,32.26502463663928,0.0,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,64,Risk-Constrained Convex Verifier,26.470849152537998,56.20553310836658,29.734683955828583,0.0,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,64,Payment-Certified N-1 Verifier,18.433829135872656,56.20553310836658,37.77170397249392,0.0,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,65,Feasible Quantile Projection,-9.540904915840656,-8.887129322778492,0.6537755930621643,0.0,1.0000000000000022,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,65,Single Feasible Projection,-8.054400887320298,-8.887129322778492,0.8327284354581934,0.8327284354581934,1.0000000000000022,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,65,Risk-Constrained Convex Verifier,-8.229839116636867,-8.887129322778492,0.6572902061416244,0.6572902061416244,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,65,Payment-Certified N-1 Verifier,-8.054400916860686,-8.887129322778492,0.8327284059178055,0.8327284059178055,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
