day,capacity_multiplier,deadline_multiplier,capacity_binding_share,deadline_binding_share,estimator_schema_version,estimator_checksum,mae_mw,rmse_mw,nrmse,nmae,normalization_mean_truth_mw,bias_mw,max_abs_error_mw,paid_response_mwh,contract_capped_response_mwh,meter_capped_response_mwh,meter_capped_false_response_mwh,meter_capped_underpayment_mwh,oracle_matched_response_mwh,oracle_response_mwh,false_response_mwh,false_response_ratio,underestimation_mwh,credit_precision,credit_recall,credit_f1,net_system_response_mwh
68,0.7,0.5,0.020833333333333332,0.9077842377260982,3,bb53c649b88195cc52c1a972bd4cd92d7903b8c284794c803fbd45149fb57e7c,1.453713172318466,1.747216040328289,0.15650995413450963,0.13021891779424494,11.163609688535695,-0.5237796648472013,4.037907657645343,13.992555840983286,13.992555840983286,13.992555840983286,3.3632471588020647,2.935328996847441,10.62930868218122,13.564637679028664,3.3632471588020647,0.24035974535483592,2.935328996847441,0.7596402546451639,0.783604319827462,0.7714362258596651,0.24990419000744124
69,0.7,0.5,0.010416666666666666,0.881207089254351,3,bb53c649b88195cc52c1a972bd4cd92d7903b8c284794c803fbd45149fb57e7c,1.1988447640981996,1.4811656374720965,0.07558176773169063,0.06117533664976789,19.596864189921025,-0.778850908653472,3.424345641657144,26.167092460615173,26.167092460615173,26.167092460615173,0.2830596213442611,4.831643578671493,25.884032839270912,30.715676417942404,0.2830596213442611,0.010817389122245894,4.831643578671493,0.989182610877754,0.8426977966257936,0.9100834347403967,-0.8709141481584712
70,0.7,0.5,0.015625,0.8840996168582376,3,bb53c649b88195cc52c1a972bd4cd92d7903b8c284794c803fbd45149fb57e7c,0.8175824442267798,1.035858391787312,0.06930161276015687,0.05469838580111684,14.947103689668412,-0.33273879675135803,2.63201569586265,19.53900128319556,19.53900128319556,19.53900128319556,1.939374589901687,1.3943509922643353,17.599626693293875,18.99397768555821,1.939374589901687,0.09925658746793974,1.3943509922643353,0.9007434125320604,0.9265898372975078,0.9134838345909014,0.11079340149451156
71,0.7,0.5,0.041666666666666664,0.8786717752234994,3,bb53c649b88195cc52c1a972bd4cd92d7903b8c284794c803fbd45149fb57e7c,6.829368852347647,6.965905608051245,0.28172833826972854,0.27620626038617885,24.72561209437881,-6.829368852347647,10.001035817388626,24.86373369826457,24.86373369826457,24.86373369826457,0.0,40.35729569973138,24.86373369826457,65.22102939799595,0.0,0.0,40.35729569973138,1.0,0.38122265054327037,0.5520075281032001,0.0
72,0.7,0.5,0.020833333333333332,0.8903256704980843,3,bb53c649b88195cc52c1a972bd4cd92d7903b8c284794c803fbd45149fb57e7c,1.3049392820774746,1.4846461779463673,0.09941831691109623,0.08738436741525321,14.933326413823686,-1.193614986060627,3.55793468049818,17.286738593226115,17.286738593226115,17.286738593226115,0.44529718406738983,5.571533214394547,16.841441409158726,22.412974623553275,0.44529718406738983,0.025759467678991888,5.571533214394547,0.9742405323210082,0.7514148252084507,0.8484414644104059,0.0
73,0.7,0.5,0.0078125,0.8845785440613027,3,bb53c649b88195cc52c1a972bd4cd92d7903b8c284794c803fbd45149fb57e7c,3.74558049131623,5.0954908823166365,0.30655847899719835,0.22534422784747318,16.62159500198722,-1.066591409508785,15.696777540453473,21.720928211004114,21.720928211004114,21.720928211004114,1.7091150803569302,12.306683783760874,20.011813130647184,32.31849691440806,1.7091150803569302,0.07868517697558935,12.306683783760874,0.9213148230244106,0.6192061834944318,0.7406375284046677,-0.31373192439469255
74,0.7,0.5,0.020833333333333332,0.8801085568326947,3,bb53c649b88195cc52c1a972bd4cd92d7903b8c284794c803fbd45149fb57e7c,2.160461239737116,2.4396849293094967,0.17509669472003614,0.15505675245359976,13.933357983771957,-1.7284988342216199,4.960705283566112,17.382363375922587,17.382363375922587,17.382363375922587,1.727849622061985,10.673634411635874,15.654513753860602,26.328148165496472,1.727849622061985,0.09940245665646014,10.673634411635874,0.9005975433435399,0.5945922841005633,0.7162814253055241,-2.220446049250313e-15
75,0.7,0.5,0.0390625,0.8924010217113666,3,bb53c649b88195cc52c1a972bd4cd92d7903b8c284794c803fbd45149fb57e7c,4.848005850394788,7.07441833327671,0.36589135841753534,0.25074053620398545,19.334751068932786,-0.4676583630621268,21.057120954479622,28.375427853410304,28.375427853410304,28.375427853410304,3.911172097409936,10.24471308929466,24.46425575600037,34.70896884529503,3.911172097409936,0.1378365858522155,10.24471308929466,0.8621634141477845,0.7048396011141258,0.775604017356084,-4.143715656109878
76,0.7,0.5,0.028645833333333332,0.8890485312899106,3,bb53c649b88195cc52c1a972bd4cd92d7903b8c284794c803fbd45149fb57e7c,2.772131049797184,3.659758865783972,0.2498052205256852,0.189218151691626,14.650449890848748,-1.8825160858380157,10.506291160017707,19.62943131453843,19.62943131453843,19.62943131453843,3.548224378617208,7.480634771131099,16.08120693592122,23.561841707052317,3.548224378617208,0.18076042661456196,7.480634771131099,0.819239573385438,0.6825106091391803,0.7446507505292765,-3.552713678800501e-15
77,0.7,0.5,0.041666666666666664,0.9270157938487116,3,bb53c649b88195cc52c1a972bd4cd92d7903b8c284794c803fbd45149fb57e7c,3.448185151265915,3.731047468962112,0.37214835790343603,0.34393463295914245,10.02569913241491,-3.2205714284741775,5.921460936446334,2.9820947585427877,2.9820947585427877,2.9820947585427877,0.9104548911669506,25.188180315586518,2.0716398673758376,27.259820182962358,0.9104548911669506,0.3053071632143064,25.188180315586518,0.6946928367856937,0.07599609437888485,0.13700454295853076,7.549516567451064e-15
