day,method,mae_mw,rmse_mw,energy_abs_mwh,energy_abs_fraction_of_observed,mae_fraction_of_observed_peak,signed_energy_mwh,observed_energy_mwh,predicted_energy_mwh,trace_coverage,event_intervention
89,Batch-only minimum-cost schedule,4.0959560277824965,11.693092112705147,393.21177866711963,0.4969176052664147,0.2871663322744608,56.043837090347154,791.301766127415,847.3456032177621,1.0,False
89,Batch-only trace-constrained verifier,2.440278334744702,10.717569702772886,234.26672013549137,0.2960523155179839,0.171087231983018,56.043837090347125,791.301766127415,847.3456032177621,1.0,False
90,Batch-only minimum-cost schedule,3.6337288206841873,8.370492676427117,348.837966785682,0.4334984996527046,0.1814260325824715,9.101608355877033e-13,804.7039772113444,804.7039772113453,1.0,False
90,Batch-only trace-constrained verifier,1.700815546236514,6.480052247329413,163.27829243870534,0.20290479115629192,0.08491888964080138,9.041656312547275e-13,804.7039772113444,804.7039772113453,1.0,False
91,Batch-only minimum-cost schedule,4.9351033664015205,13.984478367159381,473.76992317454597,0.5926531534926892,0.25970898342380666,161.43091059677968,799.4050489438428,960.8359595406223,1.0,False
91,Batch-only trace-constrained verifier,3.1569039039922853,12.270749072714295,303.0627747832594,0.37911040865160855,0.16613153622156124,161.43091059677977,799.4050489438428,960.8359595406224,1.0,False
92,Batch-only minimum-cost schedule,4.861890601125532,14.173503931502287,466.7414977080511,0.5778859180430467,0.2715572321081438,160.86615396143935,807.670654596715,968.5368085581545,1.0,False
92,Batch-only trace-constrained verifier,2.7470037998986356,12.841675321484145,263.712364790269,0.3265097763418748,0.1534318251254634,160.8661539614394,807.670654596715,968.5368085581545,1.0,False
93,Batch-only minimum-cost schedule,5.314072983442752,14.754237964835909,510.1510064105042,0.6315023504032404,0.3312342195194184,160.58488293889528,807.8370667737842,968.4219497126794,1.0,False
93,Batch-only trace-constrained verifier,3.543871025905498,13.655050114946375,340.2116184869278,0.42113890594994957,0.22089484976979035,160.5848829388952,807.8370667737842,968.4219497126795,1.0,False
94,Batch-only minimum-cost schedule,4.615392855929143,14.200974758521689,443.0777141691977,0.5640525664126217,0.3197680135504725,118.22932884456941,785.5255707587239,903.7548996032933,1.0,False
94,Batch-only trace-constrained verifier,2.8788898865069323,13.121132992920359,276.3734291046655,0.3518325047493002,0.19945797226258916,118.2293288445695,785.5255707587239,903.7548996032933,1.0,False
95,Batch-only minimum-cost schedule,6.922764462860395,15.265311994826089,664.5853884345979,0.7063897896494101,0.3569171447625045,178.6886711922755,940.8196411848475,1119.508312377123,1.0,False
95,Batch-only trace-constrained verifier,3.276278572041996,13.565273310199697,314.52274291603163,0.3343071606370044,0.16891517827209745,178.68867119227554,940.8196411848475,1119.5083123771228,1.0,False
96,Batch-only minimum-cost schedule,6.912049437367283,16.657949567085716,663.5567459872592,0.6844769539551514,0.2667142338067173,128.36586745726441,969.4362127942982,1097.8020802515628,1.0,False
96,Batch-only trace-constrained verifier,3.6189635689209623,14.436848289311795,347.42050261641236,0.35837376201886373,0.13964441432392616,128.36586745726441,969.4362127942982,1097.8020802515625,1.0,False
97,Batch-only minimum-cost schedule,6.663292339507254,19.054410814886094,639.6760645926963,0.7192795018991087,0.40302892745446245,107.60366570511974,889.328922767525,996.9325884726447,1.0,False
97,Batch-only trace-constrained verifier,5.0778652120772465,17.749500645356292,487.4750603594157,0.5481380936565403,0.30713444134032375,107.60366570511977,889.328922767525,996.9325884726447,1.0,False
98,Batch-only minimum-cost schedule,2.8873350440139185,13.864853899804599,277.1841642253362,0.42878030354861263,0.2981023650193867,154.94335254583413,646.4479873057197,801.3913398515539,1.0,False
98,Batch-only trace-constrained verifier,2.3266419022526157,13.201937429264905,223.3576226162511,0.34551522628628784,0.2402137067718027,154.94335254583416,646.4479873057197,801.3913398515538,1.0,False
99,Batch-only minimum-cost schedule,3.4967170377900367,16.90669121290758,335.68483562784354,0.5357183457977068,0.4111368134650102,248.38930330324678,626.6069442292384,874.9962475324851,1.0,False
99,Batch-only trace-constrained verifier,3.1072730510102864,16.60247438169375,298.2982128969875,0.47605315524217656,0.365346788702546,248.3893033032466,626.6069442292384,874.996247532485,1.0,False
100,Batch-only minimum-cost schedule,4.713588519943771,18.241380021177267,452.50449791460204,0.6564107977373684,0.3642946286257387,257.635147209629,689.3617525402899,946.9968997499188,1.0,False
100,Batch-only trace-constrained verifier,4.102937742489487,17.943254668493726,393.88202327899074,0.5713720290218309,0.317099843325434,257.6351472096291,689.3617525402899,946.9968997499188,1.0,False
101,Batch-only minimum-cost schedule,5.040128414406161,17.987697171799265,483.85232778299144,0.6316828638146785,0.22155201392334134,223.85898684916813,765.9734900216365,989.8324768708045,1.0,False
101,Batch-only trace-constrained verifier,3.3966473813390525,17.14535378266338,326.07814860854904,0.4257042219559561,0.1493085108252695,223.85898684916793,765.9734900216365,989.8324768708044,1.0,False
102,Batch-only minimum-cost schedule,5.572147049134846,17.02537432850886,534.9261167169452,0.6952384566182072,0.4866810233991465,221.46219043791132,769.4138775333913,990.8760679713025,1.0,False
102,Batch-only trace-constrained verifier,4.0590630113417605,16.405005874462194,389.670049088809,0.5064505079347207,0.35452562952518435,221.46219043791132,769.4138775333913,990.8760679713025,1.0,False
103,Batch-only minimum-cost schedule,6.891586815771158,20.358263301681053,661.5923343140312,0.7679272484569494,0.48994160120717895,208.42918209483435,861.5299634742946,1069.9591455691289,1.0,False
103,Batch-only trace-constrained verifier,4.958580697729272,18.945871173867545,476.0237469820101,0.5525330135499265,0.35251895270344097,208.42918209483452,861.5299634742946,1069.9591455691289,1.0,False
104,Batch-only minimum-cost schedule,3.7196777186786676,15.6583948086223,357.0890609931521,0.5116805268138631,0.3441706384718187,166.0582371081017,697.8750260766761,863.9332631847778,1.0,False
104,Batch-only trace-constrained verifier,2.872481672697282,15.290102954452397,275.7582405789391,0.39513986068422696,0.26578212578104965,166.05823710810182,697.8750260766761,863.933263184778,1.0,False
105,Batch-only minimum-cost schedule,2.481758010143812,13.907406201910836,238.24876897380597,0.3782848694587925,0.3205017847459067,147.07931914017757,629.8131070234597,776.8924261636371,1.0,False
105,Batch-only trace-constrained verifier,2.1748833040779285,13.841862981023322,208.78879719148114,0.3315091332065657,0.28087105097352255,147.07931914017757,629.8131070234597,776.8924261636371,1.0,False
106,Batch-only minimum-cost schedule,2.788701364228172,13.07107939805944,267.7153309659045,0.40652506722971726,0.17501881098418007,114.69611327484049,658.5456901594341,773.2418034342745,1.0,False
106,Batch-only trace-constrained verifier,1.9178012819644297,12.485471852858183,184.10892306858526,0.27956894384049863,0.12036114887699666,114.69611327484051,658.5456901594341,773.2418034342746,1.0,False
107,Batch-only minimum-cost schedule,4.117141089964085,12.773536962737865,395.24554463655215,0.5429589612058983,0.3258672458045188,157.78107626834918,727.9473641225511,885.7284403909002,1.0,False
107,Batch-only trace-constrained verifier,2.6862792689182036,11.859274758315486,257.8828098161475,0.3542602426028327,0.2126160866718773,157.78107626834912,727.9473641225511,885.7284403909002,1.0,False
108,Batch-only minimum-cost schedule,5.635370809705219,14.964088382096264,540.9955977317011,0.6437480221565737,0.2644510076465253,119.00713792431546,840.3840930172505,959.391230941566,1.0,False
108,Batch-only trace-constrained verifier,3.565334769556751,13.839702997497405,342.27213787744813,0.4072806002890661,0.16731044047406612,119.00713792431546,840.3840930172505,959.3912309415659,1.0,False
109,Batch-only minimum-cost schedule,4.995996047113375,14.439640548591644,479.61562052288406,0.573367485578104,0.3112385340213628,97.69346765467245,836.4890451353488,934.1825127900213,1.0,False
109,Batch-only trace-constrained verifier,3.1935383713318557,13.08568174448207,306.57968364785813,0.3665077091335389,0.19894975729786468,97.69346765467242,836.4890451353488,934.1825127900213,1.0,False
110,Batch-only minimum-cost schedule,4.012895909367959,11.900866886198886,385.23800729932407,0.5181093922436426,0.2631237772048397,119.51787379674893,743.5456933738901,863.0635671706391,1.0,False
110,Batch-only trace-constrained verifier,2.427547886342515,10.624871311731548,233.04459708888146,0.3134233701649531,0.15917322144064072,119.517873796749,743.5456933738901,863.0635671706391,1.0,False
111,Batch-only minimum-cost schedule,5.326623959028296,13.28926636988396,511.35590006671646,0.5823006292982558,0.30844913362772614,101.20922339996386,878.164773208237,979.3739966082007,1.0,False
111,Batch-only trace-constrained verifier,2.7742402505391293,11.688766964217882,266.3270640517564,0.3032768703289843,0.1606480968688585,101.2092233999638,878.164773208237,979.3739966082006,1.0,False
112,Batch-only minimum-cost schedule,5.779260816393744,14.02521885733929,554.8090383737994,0.6450124212999022,0.19292358995458678,142.27642262594767,860.1524870725516,1002.4289096984993,1.0,False
112,Batch-only trace-constrained verifier,3.434475918596622,11.743990567607147,329.7096881852757,0.38331539249210533,0.11464985659562155,142.27642262594765,860.1524870725516,1002.4289096984992,1.0,False
113,Batch-only minimum-cost schedule,2.92338330516757,12.365330004590955,280.6447972960867,0.4012583453740484,0.2777888053283924,93.42906879954043,699.4117394230714,792.8408082226118,1.0,False
113,Batch-only trace-constrained verifier,2.007442062667674,11.95803282950984,192.7144380160967,0.27553789442405185,0.19075327254167662,93.42906879954045,699.4117394230714,792.8408082226118,1.0,False
114,Batch-only minimum-cost schedule,5.844248962713159,16.15710033196519,561.0479004204633,0.6506772772730136,0.3439692285677024,85.51594937091636,862.2521794088357,947.768128779752,1.0,False
114,Batch-only trace-constrained verifier,3.9563610551563593,14.911417357874367,379.8106612950105,0.44048675128361003,0.23285566182410877,85.5159493709163,862.2521794088357,947.768128779752,1.0,False
