day,event_slot,baseline_quality,mechanism,payment_usd,realized_n1_value_usd,absolute_error_usd,overpayment_usd,base_case_max_loading,n1_base_case_max_loading,n1_max_post_contingency_loading,binding_contingency_constraints,credible_line_contingencies,excluded_islanding_contingencies,load_multiplier,peak_dc_penetration,dc_power_scale,settlement_generator_segments,evaluation_generator_segments,checkpoint_schema_version,panel_checksum
61,66,Trace-Anchored Reference,N-1 signed linear,18.226298512805485,18.148635330489924,0.07766318231556113,0.07766318231556113,0.7791860635064485,0.7502200757306098,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,67,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,9.563504358042337,9.563504358042337,0.0,0.780580476495,0.7503521380469796,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,67,Risk-Constrained Convex Verifier,N-1 exact net value,-35.31222887936383,9.563504358042337,44.875733237406166,0.0,0.780580476495,0.7503521380469796,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,67,Risk-Constrained Convex Verifier,N-1 signed linear,-35.31222887935243,9.563504358042337,44.87573323739477,0.0,0.780580476495,0.7503521380469796,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,67,Trace-Anchored Reference,Base-case exact net value,30.877926249482698,9.563504358042337,21.31442189144036,21.31442189144036,0.7781071648578579,0.7500513403465875,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,67,Trace-Anchored Reference,N-1 exact net value,9.403751382207702,9.563504358042337,0.15975297583463544,0.0,0.7781071648578579,0.7500513403465875,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,67,Trace-Anchored Reference,N-1 signed linear,9.610526724475353,9.563504358042337,0.047022366433015605,0.047022366433015605,0.7781071648578579,0.7500513403465875,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,68,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,26.887331352023466,26.887331352023466,0.0,0.7842147054580629,0.7509263940258797,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,68,Risk-Constrained Convex Verifier,N-1 exact net value,-14.329608835707404,26.887331352023466,41.21694018773087,0.0,0.7842147054580629,0.7509263940258797,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,68,Risk-Constrained Convex Verifier,N-1 signed linear,-14.092870185911382,26.887331352023466,40.980201537934846,0.0,0.7842147054580629,0.7509263940258797,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,68,Trace-Anchored Reference,Base-case exact net value,27.03719120630558,26.887331352023466,0.1498598542821128,0.1498598542821128,0.7823634931146867,0.7504936537730309,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,68,Trace-Anchored Reference,N-1 exact net value,26.800541442498798,26.887331352023466,0.08678990952466847,0.0,0.7823634931146867,0.7504936537730309,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
