day,baseline_quality,mechanism,payment_usd,realized_n1_value_usd,mean_post_contingency_loading,maximum_post_contingency_loading,maximum_binding_contingency_constraints,absolute_error_usd,overpayment_usd
90,Trace-Anchored Reference,N-1 exact net value,-45.13005728671487,-45.485803275372746,1.000000000000002,1.0000000000000022,4,0.35574598865787266,0.35574598865787266
90,Trace-Anchored Reference,N-1 signed linear,-45.13005728670722,-45.485803275372746,1.000000000000002,1.0000000000000022,4,0.3557459886655252,0.3557459886655252
91,Risk-Constrained Convex Verifier,Base-case exact net value,1.8189894035458565e-12,-155.26194530946304,1.0000000000000018,1.0000000000000022,4,155.26194530946486,155.26194530946486
91,Risk-Constrained Convex Verifier,N-1 exact net value,-257.7878773481698,-155.26194530946304,1.0000000000000018,1.0000000000000022,4,102.52593203870674,0.0
91,Risk-Constrained Convex Verifier,N-1 signed linear,-257.15846393795806,-155.26194530946304,1.0000000000000018,1.0000000000000022,4,101.89651862849502,0.0
91,Trace-Anchored Reference,Base-case exact net value,-12.751918506146467,-155.26194530946304,1.0000000000000022,1.0000000000000022,4,142.51002680331658,142.51002680331658
91,Trace-Anchored Reference,N-1 exact net value,-156.57965569169028,-155.26194530946304,1.0000000000000022,1.0000000000000022,4,1.317710382227233,0.0
91,Trace-Anchored Reference,N-1 signed linear,-149.83573475355476,-155.26194530946304,1.0000000000000022,1.0000000000000022,4,5.426210555908284,5.426210555908284
92,Risk-Constrained Convex Verifier,Base-case exact net value,7.275957614183426e-12,-9.833132503228626,1.000000000000002,1.0000000000000022,4,9.833132503235902,9.833132503235902
92,Risk-Constrained Convex Verifier,N-1 exact net value,-49.07220370225332,-9.833132503228626,1.000000000000002,1.0000000000000022,4,39.23907119902469,0.0
92,Risk-Constrained Convex Verifier,N-1 signed linear,-48.28624008149877,-9.833132503228626,1.000000000000002,1.0000000000000022,4,38.45310757827014,0.0
92,Trace-Anchored Reference,Base-case exact net value,37.06514082238209,-9.833132503228626,1.0000000000000022,1.0000000000000022,4,46.89827332561072,46.89827332561072
92,Trace-Anchored Reference,N-1 exact net value,-10.140283068520148,-9.833132503228626,1.0000000000000022,1.0000000000000022,4,0.30715056529152207,0.0
