day,slot,method,flexible_profile_mw,network_dc_scale,mapped_dc_load_mw,secure_cost_usd_per_interval,max_base_loading,max_postcontingency_loading,credible_contingencies,evaluated_finite_nonislanding_outages,solver_success,post_solution_profile_reoptimization
64,64,Single Feasible Projection,81.97174120783063,0.1573939030950884,16.67930596648308,13322.282325577838,0.7487825344474942,1.0000000000000022,37,37,True,False
64,65,Single Feasible Projection,81.18497542104375,0.1573939030950884,16.555473828479016,13321.831753047012,0.7487830630894915,1.0000000000000022,37,37,True,False
64,66,Single Feasible Projection,53.24391253437759,0.1573939030950884,12.15772088412131,13302.595044153095,0.7497403584361814,1.000000000000002,37,37,True,False
64,67,Single Feasible Projection,32.56737013421595,0.1573939030950884,8.903359173248784,13288.332205942887,0.7505100444179759,1.0000000000000022,37,37,True,False
64,68,Single Feasible Projection,46.08415149211556,0.1573939030950884,11.030818148451532,13297.525233874963,0.7500073418776733,1.000000000000002,37,37,True,False
64,69,Single Feasible Projection,42.06229294775698,0.1573939030950884,10.397802134458603,13294.789834465948,0.7501569363970041,1.000000000000002,37,37,True,False
64,70,Single Feasible Projection,46.34350869825184,0.1573939030950884,11.071639391421158,13295.440027112923,0.7507050970859691,1.0000000000000022,37,37,True,False
64,71,Single Feasible Projection,44.73174335290501,0.1573939030950884,10.817957352843619,13294.34735082104,0.7507633430735614,1.000000000000002,37,37,True,False
65,64,Risk-Constrained Convex Verifier,11.709185171971868,0.1573939030950884,5.620408030561908,13274.137233241305,0.7513024911611949,1.000000000000002,37,37,True,False
65,65,Risk-Constrained Convex Verifier,27.509747623306538,0.1573939030950884,8.10732022587517,13284.66041030823,0.7506834859070964,1.0000000000000022,37,37,True,False
