day,network,load_multiplier,settlement_segments,evaluation_segments,linear_absolute_error_usd,exact_absolute_error_usd,linear_minus_exact_error_usd,checkpoint_schema_version,panel_checksum
83,IEEE RTS 24-bus,0.98,40,160,201.21252730122217,201.2231887618691,-0.0106614606469293,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
84,IEEE RTS 24-bus,0.98,40,160,641.0425112631692,641.042511263171,-1.8189894035458565e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
85,IEEE RTS 24-bus,0.98,40,160,164.390307374355,164.39030737437315,-1.816147232602816e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
86,IEEE RTS 24-bus,0.98,40,160,130.19264739044766,130.19264739044957,-1.9042545318370685e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
87,IEEE RTS 24-bus,0.98,40,160,377.30845560429276,377.308455604305,-1.2221335055073723e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
88,IEEE RTS 24-bus,0.98,40,160,295.0540685229298,295.0540685229498,-2.000888343900442e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
89,IEEE RTS 24-bus,0.98,40,160,396.046495622719,396.1036805526437,-0.05718492992468782,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
90,IEEE RTS 24-bus,0.98,40,160,1.455223783002054e-11,3.637978807091713e-12,1.0914259022928827e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
91,IEEE RTS 24-bus,0.98,40,160,35.09617859064004,35.0961785906311,8.93862761586206e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
92,IEEE RTS 24-bus,0.98,40,160,112.91296829274478,112.9129682927578,-1.3017142919125035e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
93,IEEE RTS 24-bus,0.98,40,160,200.91785910539065,201.0387245609636,-0.1208654555729538,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
94,IEEE RTS 24-bus,0.98,40,160,391.5360952824267,391.53609528245397,-2.7284841053187847e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
95,IEEE RTS 24-bus,0.98,40,160,148.3645772677619,148.6108609507737,-0.2462836830118249,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
96,IEEE RTS 24-bus,0.98,40,160,305.6838029936279,305.68380299364253,-1.460875864722766e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
97,IEEE RTS 24-bus,0.98,40,160,119.6730425148071,119.67304251479982,7.275957614183426e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
98,IEEE RTS 24-bus,0.98,40,160,130.53504479818912,130.53504479818912,0.0,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
99,IEEE RTS 24-bus,0.98,40,160,123.0308723801492,123.03087238016087,-1.1667111721180845e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
100,IEEE RTS 24-bus,0.98,40,160,279.26192344827354,279.26684623437905,-0.004922786105510113,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
101,IEEE RTS 24-bus,0.98,40,160,219.5173358054945,218.56007980226423,0.9572560032302704,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
102,IEEE RTS 24-bus,0.98,40,160,279.8124486883453,279.80751113399856,0.004937554346724937,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
103,IEEE RTS 24-bus,0.98,40,160,236.00516288465624,236.04732480294297,-0.04216191828672322,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
104,IEEE RTS 24-bus,0.98,40,160,223.52344828056812,223.52344828056812,0.0,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
105,IEEE RTS 24-bus,0.98,40,160,64.91310628147606,64.91310628146493,1.1127099242003169e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
106,IEEE RTS 24-bus,0.98,40,160,89.16117549132105,89.16117549134106,-2.000888343900442e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
107,IEEE RTS 24-bus,0.98,40,160,89.51753736576646,89.53192443609623,-0.014387070329775042,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
108,IEEE RTS 24-bus,0.98,40,160,300.3657490717469,300.36574907175964,-1.2732925824820995e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
109,IEEE RTS 24-bus,0.98,40,160,100.08585774212672,100.08585774213316,-6.437517185986508e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
110,IEEE RTS 24-bus,0.98,40,160,188.10182119796437,188.10182119796264,1.7337242752546445e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
111,IEEE RTS 24-bus,0.98,40,160,359.28146871186993,359.28146871187346,-3.524291969370097e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
112,IEEE RTS 24-bus,0.98,40,160,503.213948133398,503.2139481334161,-1.8133050616597757e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
113,IEEE RTS 24-bus,0.98,40,160,42.14860060387219,42.14860060387946,-7.268852186825825e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
114,IEEE RTS 24-bus,0.98,40,160,561.5904003983046,561.5933590376007,-0.002958639296139154,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
61,IEEE RTS 24-bus,0.98,80,320,662.2998230071715,662.5419591836617,-0.24213617649013486,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
62,IEEE RTS 24-bus,0.98,80,320,1.0871070534364294e-11,1.8189894035458565e-12,9.052081130818437e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
63,IEEE RTS 24-bus,0.98,80,320,862.2846075958686,862.2846075958805,-1.1937117960769683e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
64,IEEE RTS 24-bus,0.98,80,320,432.8132133955769,432.813213395566,1.0913936421275139e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
65,IEEE RTS 24-bus,0.98,80,320,211.29903857232404,211.3052050421138,-0.0061664697897754195,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
66,IEEE RTS 24-bus,0.98,80,320,172.73488034532187,174.39541239275422,-1.6605320474323548,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
67,IEEE RTS 24-bus,0.98,80,320,1098.61561234656,1098.6156123465626,-2.5011104298755527e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
68,IEEE RTS 24-bus,0.98,80,320,77.98456080615587,77.98456080616415,-8.284928298962768e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
69,IEEE RTS 24-bus,0.98,80,320,153.29843685175197,153.30001358601294,-0.0015767342609649404,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
70,IEEE RTS 24-bus,0.98,80,320,75.86898489703324,75.8689848970389,-5.6559201766503975e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
71,IEEE RTS 24-bus,0.98,80,320,1561.9363765418893,1561.9363765419002,-1.0913936421275139e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
72,IEEE RTS 24-bus,0.98,80,320,272.09079146187105,272.09079146188196,-1.0913936421275139e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
73,IEEE RTS 24-bus,0.98,80,320,233.535384505154,233.53538450515407,-5.684341886080802e-14,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
74,IEEE RTS 24-bus,0.98,80,320,391.53303259174197,391.5330325917439,-1.9326762412674725e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
75,IEEE RTS 24-bus,0.98,80,320,12.826741659073633,12.6964358003097,0.13030585876393275,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
76,IEEE RTS 24-bus,0.98,80,320,428.15965339259674,428.15965339261675,-2.000888343900442e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
77,IEEE RTS 24-bus,0.98,80,320,727.4066266365622,727.4296469724504,-0.023020335888190857,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
78,IEEE RTS 24-bus,0.98,80,320,99.09879154260373,99.164201574049,-0.06541003144526769,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
79,IEEE RTS 24-bus,0.98,80,320,1241.505142066345,1241.4096776130555,0.09546445328942355,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
80,IEEE RTS 24-bus,0.98,80,320,447.0186596504059,447.1065165352811,-0.08785688487523657,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
81,IEEE RTS 24-bus,0.98,80,320,848.5023349465558,848.1467864168117,0.3555485297441692,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
82,IEEE RTS 24-bus,0.98,80,320,411.80253496866135,411.80253496867226,-1.0913936421275139e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
83,IEEE RTS 24-bus,0.98,80,320,201.21282956589357,201.2442332993469,-0.03140373345331682,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
84,IEEE RTS 24-bus,0.98,80,320,641.042937390157,641.0429373901588,-1.8189894035458565e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
85,IEEE RTS 24-bus,0.98,80,320,164.38964103306716,164.38964103308172,-1.4551915228366852e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
86,IEEE RTS 24-bus,0.98,80,320,130.19356028085963,130.19356028085713,2.5011104298755527e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
87,IEEE RTS 24-bus,0.98,80,320,377.3170101127716,377.3170101127762,-4.604316927725449e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
88,IEEE RTS 24-bus,0.98,80,320,295.05708301032973,295.0570830103534,-2.3646862246096134e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
89,IEEE RTS 24-bus,0.98,80,320,396.0463676683851,396.10757791658943,-0.06121024820436105,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
90,IEEE RTS 24-bus,0.98,80,320,1.8187479137182217e-11,3.637978807091713e-12,1.4549500330090504e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
91,IEEE RTS 24-bus,0.98,80,320,35.092917725898445,35.09291772589677,1.6768808563938364e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
92,IEEE RTS 24-bus,0.98,80,320,112.85404772928064,112.9139125154943,-0.059864786213665866,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
93,IEEE RTS 24-bus,0.98,80,320,200.9216578975867,201.03569373856044,-0.11403584097374164,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
94,IEEE RTS 24-bus,0.98,80,320,391.5348554836164,391.5348554836419,-2.546585164964199e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
95,IEEE RTS 24-bus,0.98,80,320,148.41628645255042,148.60585804627226,-0.18957159372183696,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
96,IEEE RTS 24-bus,0.98,80,320,305.68295300808126,305.6838985650629,-0.000945556981662321,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
97,IEEE RTS 24-bus,0.98,80,320,119.67387928740027,119.67387928739481,5.4569682106375694e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
98,IEEE RTS 24-bus,0.98,80,320,130.53426338538338,130.53426338538338,0.0,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
99,IEEE RTS 24-bus,0.98,80,320,123.0349444041766,123.03494440418763,-1.1027623258996755e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
100,IEEE RTS 24-bus,0.98,80,320,279.25821532056665,279.260676713624,-0.0024613930573309517,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
101,IEEE RTS 24-bus,0.98,80,320,219.9126456255708,218.49284479161543,1.419800833955378,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
102,IEEE RTS 24-bus,0.98,80,320,279.8112927230213,279.80882394584296,0.0024687771783646895,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
103,IEEE RTS 24-bus,0.98,80,320,236.0126450503222,236.0337260094675,-0.021080959145308498,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
104,IEEE RTS 24-bus,0.98,80,320,223.5146083990785,223.5146083990785,0.0,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
105,IEEE RTS 24-bus,0.98,80,320,64.92008019159424,64.92008019158857,5.6701310313655995e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
106,IEEE RTS 24-bus,0.98,80,320,89.16001102170958,89.1600110217405,-3.092281986027956e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
107,IEEE RTS 24-bus,0.98,80,320,89.5893744849247,89.59656802008794,-0.007193535163239062,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
108,IEEE RTS 24-bus,0.98,80,320,300.36319074278435,300.36319074279163,-7.275957614183426e-12,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
109,IEEE RTS 24-bus,0.98,80,320,100.14800207615102,100.09860896640384,0.04939310974717159,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
110,IEEE RTS 24-bus,0.98,80,320,188.10130929220023,188.1013092922003,-8.526512829121202e-14,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
111,IEEE RTS 24-bus,0.98,80,320,359.25995892623206,359.302816682668,-0.0428577564359216,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
112,IEEE RTS 24-bus,0.98,80,320,503.2140854671798,503.21987832638115,-0.005792859201335432,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
113,IEEE RTS 24-bus,0.98,80,320,42.14779990026364,42.14779990027455,-1.0906830993917538e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
114,IEEE RTS 24-bus,0.98,80,320,561.6210457966797,561.621045796699,-1.9326762412674725e-11,1,8afa88b01fd6cb0ec427fdd700d35d3d823c04903ea0a47f921ace9696bf41a9
