day,region,trace_available,realtime_inference_mwh,elastic_inference_mwh,batch_gpu_mwh,total_mwh,observed_execution_mwh,initial_batch_backlog_mwh
60,0,1,4.798878185631034,10.03060328918006,222.62427591406694,237.45375738887805,205.434802943259,36.543696887258804
60,1,1,4.6166759224116145,10.023582470074768,214.3983903138597,229.03864870634607,189.54640026125224,42.3244659959883
60,2,1,5.248380125128781,10.017267970798983,209.35950777834034,224.6251558742681,184.68636838488243,48.52613926125931
60,3,1,4.935197912725732,10.01575644636384,190.47719354091436,205.42814790000392,182.99125529395937,43.22396106345668
61,0,1,9.952653832795757,58.808980082895395,155.5272905333409,224.28892444903207,269.99595404717144,68.56265133287796
61,1,1,11.371198325582832,58.71681947154143,132.6435538937249,202.73157169084917,258.01931456283336,81.81671444108218
61,2,1,11.400948516801634,58.771841786259955,140.9876009295162,211.16039123257778,268.1750795588998,88.46492675064495
61,3,1,9.904383935647303,58.79154810950318,137.50392363110046,206.19985567625093,248.6400414648638,65.66085366950128
62,0,1,8.477956913562938,167.16269397452035,34.42168148032815,210.06233236841143,232.9179541031499,22.855621734738538
62,1,1,8.030856461485513,167.0006924584248,36.542899266746325,211.57444818665664,238.10341975575457,26.52897156909802
62,2,1,8.50909149164757,167.0909460062391,35.232634260124954,210.83267175801163,242.28291018233483,31.450238424322894
62,3,1,7.4351039380902115,167.11719285110354,42.86723938855551,217.41953617774925,240.6402040586379,23.22066788088845
63,0,1,8.26293903106466,131.03529640547015,159.5382129239287,298.8364483604635,249.38552513348316,1.1504686092678185e-13
63,1,1,9.223435114416965,131.1143477207885,161.00384196881419,301.34162480401966,254.49542261863377,1.0863532295957157e-13
