day,slot,baseline_method,nodal_signed_linear_usd,nodal_exact_net_value_usd,polyhedral_bregman_gap_usd,subgradient_inequality_violation_usd
67,67,Ridge,1260.6952101219533,752.5277492077876,508.16746091416576,0.0
67,67,Gradient Boosting,572.9321898565273,555.200108606663,17.732081249864336,0.0
67,67,Extra Trees,1142.549241285535,634.3817803713682,508.16746091416667,0.0
67,67,Metadata Gradient Boosting,554.2762105610718,536.5441293112126,17.73208124985922,0.0
67,67,Ex-post Metadata Gradient Boosting,575.070018685954,557.3379374360957,17.73208124985831,0.0
67,67,Ex-post Quantile Gradient Boosting,159.3631043129316,159.36310431292804,3.552713678800501e-12,0.0
67,67,Synthetic Control,691.4901457773987,634.914520097991,56.57562567940761,0.0
67,67,Feasible Quantile Projection,-0.0001587059705761007,-0.00015870597781031393,7.23421322845752e-12,0.0
67,67,Tail-Risk Feasible Counterfactual,-0.00015275509554460928,-0.00015275509576895274,2.2434346589640664e-13,0.0
67,67,Single Feasible Projection,-0.0001587059705761007,-0.00015870597781031393,7.23421322845752e-12,0.0
67,67,Risk-Constrained Convex Verifier,-0.0001587059705761007,-0.00015870597781031393,7.23421322845752e-12,0.0
67,67,Trace-Anchored Reference,129.9254352418227,129.92543524181383,8.86757334228605e-12,0.0
67,68,High-5-of-10,2286.998254132803,1301.83098543479,985.1672686980132,0.0
67,68,Ridge,1824.080523858324,838.9132551602997,985.1672686980244,0.0
67,68,Gradient Boosting,518.1536713266145,516.8158648246535,1.3378065019609267,0.0
67,68,Extra Trees,1695.0483780543477,709.8811093563272,985.1672686980205,0.0
67,68,Metadata Gradient Boosting,464.4377363809543,463.09992987899386,1.337806501960415,0.0
67,68,Ex-post Metadata Gradient Boosting,550.9718127814275,549.6340062794661,1.3378065019613814,0.0
67,68,Ex-post Quantile Gradient Boosting,164.35761046162412,163.0198039596653,1.3378065019588234,0.0
