day,slot,baseline_method,nodal_signed_linear_usd,nodal_exact_net_value_usd,polyhedral_bregman_gap_usd,subgradient_inequality_violation_usd
61,68,Metadata Gradient Boosting,611.1627863143916,556.7838310612642,54.3789552531274,0.0
61,68,Ex-post Metadata Gradient Boosting,445.21440476064834,445.2144047606489,-5.684341886080801e-13,5.684341886080801e-13
61,68,Ex-post Quantile Gradient Boosting,17.05424848349005,17.054248483491392,-1.3429257705865894e-12,1.3429257705865894e-12
61,68,Synthetic Control,1939.4598170168729,973.1173395551959,966.3424774616769,0.0
61,68,Feasible Quantile Projection,-1.7946140495226566,-1.7946140495223517,-3.04867242562068e-13,3.04867242562068e-13
61,68,Tail-Risk Feasible Counterfactual,-0.8465811407666499,-0.8465811407695583,2.90834023530806e-12,0.0
61,68,Single Feasible Projection,-0.47707059007703734,-0.4770705900773464,3.090860900556436e-13,0.0
61,68,Risk-Constrained Convex Verifier,-0.47707059007703734,-0.4770705900773464,3.090860900556436e-13,0.0
61,68,Trace-Anchored Reference,76.49728336039793,76.49728336039334,4.590106073010247e-12,0.0
61,69,High-5-of-10,2209.9674698289004,1226.6774504575078,983.2900193713926,0.0
61,69,Ridge,1841.5972028639158,858.3071834925104,983.2900193714054,0.0
61,69,Gradient Boosting,593.8982548833551,592.7749126853305,1.1233421980246021,0.0
61,69,Extra Trees,1892.8441598618774,909.5541404904725,983.2900193714049,0.0
61,69,Metadata Gradient Boosting,462.0457761078667,460.92243390984004,1.1233421980266485,0.0
61,69,Ex-post Metadata Gradient Boosting,466.60456530402644,465.48122310599865,1.1233421980277853,0.0
61,69,Ex-post Quantile Gradient Boosting,176.34340448632418,175.22006228829923,1.1233421980249432,0.0
61,69,Synthetic Control,582.3409406647572,581.2175984667265,1.1233421980307412,0.0
61,69,Feasible Quantile Projection,1.1775578426183175,1.1775578426131688,5.148770299001626e-12,0.0
61,69,Tail-Risk Feasible Counterfactual,0.30463638688046024,0.30463638688161154,-1.1513012765362873e-12,1.1513012765362873e-12
61,69,Single Feasible Projection,-0.035609503661040875,-0.03560950366954785,8.5069729038878e-12,0.0
61,69,Risk-Constrained Convex Verifier,-0.035609503661040875,-0.03560950366954785,8.5069729038878e-12,0.0
61,69,Trace-Anchored Reference,87.74001825406188,86.61667605603361,1.1233421980282685,0.0
61,70,High-5-of-10,1973.205984115219,986.5072476418354,986.6987364733836,0.0
61,70,Ridge,1888.5864271301425,901.887690656753,986.6987364733895,0.0
61,70,Gradient Boosting,558.5693260251211,557.0502950613954,1.5190309637256405,0.0
61,70,Extra Trees,769.6405910244878,703.9655001967476,65.67509082774018,0.0
61,70,Metadata Gradient Boosting,406.704255590398,405.18522462666806,1.5190309637299606,0.0
61,70,Ex-post Metadata Gradient Boosting,415.03589358397954,413.5168626202503,1.5190309637292216,0.0
61,70,Ex-post Quantile Gradient Boosting,194.89123602304693,193.3722050593169,1.5190309637300174,0.0
61,70,Synthetic Control,479.41685042733474,477.8978194636111,1.519030963723651,0.0
61,70,Feasible Quantile Projection,-0.01146237611255474,-0.011462376114650397,2.0956569812824455e-12,0.0
61,70,Tail-Risk Feasible Counterfactual,-0.011458862610297878,-0.01145886260565021,-4.64766766739011e-12,4.64766766739011e-12
61,70,Single Feasible Projection,-0.01146237611255474,-0.011462376114650397,2.0956569812824455e-12,0.0
61,70,Risk-Constrained Convex Verifier,-0.01146237611255474,-0.011462376114650397,2.0956569812824455e-12,0.0
61,70,Trace-Anchored Reference,87.67911004648984,86.16007908276151,1.5190309637283264,0.0
61,71,High-5-of-10,742.6356976212691,528.8189149218306,213.81678269943848,0.0
61,71,Ridge,518.6746235778023,468.76853732563177,49.90608625217055,0.0
61,71,Gradient Boosting,414.3572553773772,414.35725537738836,-1.1141310096718371e-11,1.1141310096718371e-11
61,71,Extra Trees,585.5832116887917,535.6771254366322,49.906086252159525,0.0
61,71,Metadata Gradient Boosting,324.59388280646607,324.5938828064718,-5.7411853049416095e-12,5.7411853049416095e-12
61,71,Ex-post Metadata Gradient Boosting,298.59217271918004,298.5921727191926,-1.2562395568238571e-11,1.2562395568238571e-11
61,71,Ex-post Quantile Gradient Boosting,-62.34155759439753,-62.34155759438727,-1.0260237104375847e-11,1.0260237104375847e-11
61,71,Synthetic Control,222.3072520783615,222.3072520783644,-2.8990143619012088e-12,2.8990143619012088e-12
61,71,Feasible Quantile Projection,-62.34155759439753,-62.34155759438727,-1.0260237104375847e-11,1.0260237104375847e-11
61,71,Tail-Risk Feasible Counterfactual,-17.869077363706797,-17.869077363699034,-7.762679388179095e-12,7.762679388179095e-12
61,71,Single Feasible Projection,-0.5354999504657698,-0.5354999504597799,-5.9898752624576446e-12,5.9898752624576446e-12
61,71,Risk-Constrained Convex Verifier,-0.5354999504657698,-0.5354999504597799,-5.9898752624576446e-12,5.9898752624576446e-12
61,71,Trace-Anchored Reference,1.2080589386235996,1.2080589386314387,-7.839062732273305e-12,7.839062732273305e-12
62,64,High-5-of-10,1618.1737773751302,569.6171082195506,1048.5566691555796,0.0
62,64,Ridge,1062.4885662784889,566.5120371618541,495.97652911663477,0.0
62,64,Gradient Boosting,429.8051651441829,419.63469899984557,10.170466144337354,0.0
62,64,Extra Trees,1836.3167193988868,787.7600502433052,1048.5566691555816,0.0
62,64,Metadata Gradient Boosting,380.7521450298021,370.58167888546814,10.170466144333943,0.0
62,64,Ex-post Metadata Gradient Boosting,393.5281870093874,383.3577208650531,10.170466144334284,0.0
62,64,Ex-post Quantile Gradient Boosting,-32.62496973697627,-32.62496973697853,2.2595258997171186e-12,0.0
62,64,Synthetic Control,1613.4808737892056,564.9242046336221,1048.5566691555834,0.0
62,64,Feasible Quantile Projection,-0.019127028935814083,-0.019127028936054558,2.404743071338089e-13,0.0
62,64,Tail-Risk Feasible Counterfactual,-0.0065116993737708295,-0.006511699375550961,1.780131597683976e-12,0.0
62,64,Single Feasible Projection,-0.0016075469029246392,-0.0016075469065981451,3.673505943879718e-12,0.0
62,64,Risk-Constrained Convex Verifier,-0.0016075469029246392,-0.0016075469065981451,3.673505943879718e-12,0.0
62,64,Trace-Anchored Reference,-0.001607546903305491,-0.0016075469065981451,3.2926541267824794e-12,0.0
62,65,High-5-of-10,1743.17037844842,714.1175796125572,1029.0527988358629,0.0
62,65,Ridge,980.9459239188515,489.67662985541756,491.2692940634339,0.0
62,65,Gradient Boosting,324.67633270878275,317.4333111366104,7.243021572172324,0.0
62,65,Extra Trees,1678.662804421639,649.6100055857787,1029.0527988358604,0.0
62,65,Metadata Gradient Boosting,337.10583970120626,329.8628181290369,7.2430215721693685,0.0
62,65,Ex-post Metadata Gradient Boosting,348.37405778399665,341.13103621182745,7.243021572169198,0.0
62,65,Ex-post Quantile Gradient Boosting,-150.82593927785317,-150.82593927785274,-4.263256414560601e-13,4.263256414560601e-13
62,65,Synthetic Control,1775.3323121775545,746.2795133416912,1029.0527988358633,0.0
62,65,Feasible Quantile Projection,-0.0022311529424143828,-0.0022311529428407084,4.263256414560601e-13,0.0
62,65,Tail-Risk Feasible Counterfactual,-0.0021566987731275905,-0.002156698774342658,1.2150675431088498e-12,0.0
62,65,Single Feasible Projection,-0.002139004033239189,-0.0021390040346886963,1.4495071809506044e-12,0.0
62,65,Risk-Constrained Convex Verifier,-0.002139004033239189,-0.0021390040346886963,1.4495071809506044e-12,0.0
62,65,Trace-Anchored Reference,-0.0021390040331404443,-0.0021390040346886963,1.5482519780118942e-12,0.0
62,66,High-5-of-10,1578.3643359348064,564.8622101834335,1013.5021257513729,0.0
62,66,Ridge,469.4004778033298,426.31772384969736,43.08275395363245,0.0
62,66,Gradient Boosting,216.35169130771482,211.45745810665903,4.894233201055783,0.0
62,66,Extra Trees,1533.9734999281745,520.4713741767991,1013.5021257513754,0.0
62,66,Metadata Gradient Boosting,233.15150430023522,228.25727109917352,4.894233201061695,0.0
62,66,Ex-post Metadata Gradient Boosting,264.627883699285,259.73365049822314,4.894233201061866,0.0
62,66,Ex-post Quantile Gradient Boosting,-208.42112002250383,-208.42112002251088,7.048583938740194e-12,0.0
62,66,Synthetic Control,1496.695982848844,483.1938570974744,1013.5021257513697,0.0
62,66,Feasible Quantile Projection,-0.0025642504039069536,-0.0025642504115239717,7.617018127348274e-12,0.0
62,66,Tail-Risk Feasible Counterfactual,-0.002558054316686434,-0.002558054322435055,5.748620763440515e-12,0.0
62,66,Single Feasible Projection,-0.0025642504039069536,-0.0025642504115239717,7.617018127348274e-12,0.0
62,66,Risk-Constrained Convex Verifier,-0.0025642504039069536,-0.0025642504115239717,7.617018127348274e-12,0.0
62,66,Trace-Anchored Reference,-0.002564250404063983,-0.0025642504115239717,7.459988789898508e-12,0.0
62,67,High-5-of-10,1416.5112220587007,399.0638009781396,1017.4474210805611,0.0
62,67,Ridge,404.00147601785153,398.5411741255448,5.460301892306745,0.0
62,67,Gradient Boosting,242.34667740246562,236.88637551015927,5.460301892306347,0.0
62,67,Extra Trees,1530.1112335713908,512.6638124908277,1017.4474210805631,0.0
62,67,Metadata Gradient Boosting,247.61011534382993,242.14981345151682,5.460301892313112,0.0
62,67,Ex-post Metadata Gradient Boosting,267.127304639734,261.66700274742834,5.460301892305665,0.0
62,67,Ex-post Quantile Gradient Boosting,-197.4391378331831,-197.43913783318203,-1.0800249583553523e-12,1.0800249583553523e-12
62,67,Synthetic Control,878.3638493069609,389.81618900739704,488.54766029956386,0.0
62,67,Feasible Quantile Projection,-0.002453272053173805,-0.0024532720526622143,-5.115907697472721e-13,5.115907697472721e-13
62,67,Tail-Risk Feasible Counterfactual,-0.0024510296801002122,-0.002451029675285099,-4.815113151951378e-12,4.815113151951378e-12
62,67,Single Feasible Projection,-0.002453272053173805,-0.0024532720526622143,-5.115907697472721e-13,5.115907697472721e-13
62,67,Risk-Constrained Convex Verifier,-0.002453272053173805,-0.0024532720526622143,-5.115907697472721e-13,5.115907697472721e-13
62,67,Trace-Anchored Reference,-0.0024532720532638662,-0.0024532720526622143,-6.01651974768691e-13,6.01651974768691e-13
62,68,High-5-of-10,1912.004893928455,985.9182198305716,926.0866740978834,0.0
62,68,Ridge,220.87387873928327,220.87387873927946,3.808509063674137e-12,0.0
62,68,Gradient Boosting,-40.032912964044385,-40.03291296404859,4.206412995699793e-12,0.0
62,68,Extra Trees,45.41576293060311,45.41576293059916,3.950617610826157e-12,0.0
62,68,Metadata Gradient Boosting,323.7760654367641,323.776065436763,1.0800249583553523e-12,0.0
62,68,Ex-post Metadata Gradient Boosting,234.40186599196392,234.40186599196386,5.684341886080802e-14,0.0
62,68,Ex-post Quantile Gradient Boosting,-155.12659211689618,-155.1265921168997,3.524291969370097e-12,0.0
62,68,Synthetic Control,196.1559585691065,196.1559585691066,-8.526512829121202e-14,8.526512829121202e-14
62,68,Feasible Quantile Projection,-1.5975757778015662,-1.5975757778032857,1.7195134205394424e-12,0.0
62,68,Tail-Risk Feasible Counterfactual,-1.5444447277193343,-1.5444447277186555,-6.787903572558207e-13,6.787903572558207e-13
62,68,Single Feasible Projection,-1.5237393158027999,-1.5237393158022314,-5.684341886080801e-13,5.684341886080801e-13
62,68,Risk-Constrained Convex Verifier,-1.5237392973109471,-1.5237392973103852,-5.619948950652542e-13,5.619948950652542e-13
62,68,Trace-Anchored Reference,-1.523739315803035,-1.5237393158022314,-8.035794252236883e-13,8.035794252236883e-13
62,69,High-5-of-10,1751.0792521739324,846.5656467302215,904.513605443711,0.0
62,69,Ridge,-189.8972214658356,-189.89722146583154,-4.064304448547773e-12,4.064304448547773e-12
62,69,Gradient Boosting,48.66629487178618,48.666294871782156,4.021671884402167e-12,0.0
62,69,Extra Trees,126.81276672513356,126.81276672513195,1.6058265828178264e-12,0.0
62,69,Metadata Gradient Boosting,152.86014255660263,152.86014255659393,8.697043085703626e-12,0.0
62,69,Ex-post Metadata Gradient Boosting,136.3655212473273,136.36552124732407,3.240074875066057e-12,0.0
62,69,Ex-post Quantile Gradient Boosting,-248.83584910632612,-248.83584910633726,1.1141310096718371e-11,0.0
62,69,Synthetic Control,45.53641798388509,45.5364179838798,5.286437954055145e-12,0.0
62,69,Feasible Quantile Projection,-2.0505426029799736,-2.050542602984933,4.959588295605499e-12,0.0
62,69,Tail-Risk Feasible Counterfactual,-2.050541358519581,-2.0505413585269707,7.389644451905042e-12,0.0
62,69,Single Feasible Projection,-2.0505426029799736,-2.050542602984933,4.959588295605499e-12,0.0
62,69,Risk-Constrained Convex Verifier,-2.0505426029799736,-2.050542602984933,4.959588295605499e-12,0.0
