day,baseline_method,gross_to_signed_error_reduction_usd,uniform_to_nodal_error_reduction_usd,linear_to_exact_error_reduction_usd,uniform_gross_to_exact_error_reduction_usd
86,Ridge,1609.3309147151863,0.2953916030810433,38.587723955489764,1648.231679914582
87,Ridge,3710.265788337898,0.26678510910130626,2.5749723656279,3713.1575696099517
88,Ridge,1043.2942188700663,0.24975793785006317,38.71131883030375,1082.2939033404245
89,Ridge,120.12781812987669,0.2739358475973859,85.22740418684589,205.64230226217114
90,Ridge,0.0,0.28237301686021965,30.480979787947035,30.763352804807255
91,Ridge,3180.1921850086537,0.1969693164983255,23.521918881750935,3204.0318566925234
92,Ridge,102.84561171999212,0.2733811078232975,65.024639883095,168.14363271091133
93,Ridge,63.82565884556061,0.28822579554616823,22.503748947152417,86.61763358826101
94,Ridge,0.0,0.28868039122789924,24.80223226916496,25.09091266039286
95,Ridge,632.5971097324673,0.2730629126790518,17.60388573205546,650.4955383739416
96,Ridge,0.0,0.2912491523757126,23.04266772758183,23.333916879957542
97,Ridge,0.0,0.2626447757020287,21.77549227309737,22.0381370487994
